trait	location	collection_date
hCoV-19/USA/CT-CDC-QDX23678235/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678239/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678241/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678243/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678246/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678254/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678259/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678261/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678267/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678279/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678280/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678288/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678289/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678290/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678292/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678293/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678300/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678301/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678302/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678307/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678309/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678310/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678312/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678313/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678315/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678317/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678329/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678334/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678335/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678336/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678338/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678347/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23678360/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23684979/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760782/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760788/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760791/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760793/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760794/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760804/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760805/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760809/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760810/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760811/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760813/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760815/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760817/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760820/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760821/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-QDX23760826/2021	other	2021-04-06
hCoV-19/USA/CT-CDC-QDX23760832/2021	other	2021-04-06
hCoV-19/USA/CT-CDC-QDX23760834/2021	other	2021-04-06
hCoV-19/USA/CT-CDC-QDX23760836/2021	other	2021-04-06
hCoV-19/USA/CT-CDC-QDX23804194/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804195/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804201/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804207/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804209/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804211/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804212/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804215/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804216/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804221/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804222/2021	other	2021-04-09
hCoV-19/USA/CT-CDC-QDX23804242/2021	other	2021-04-08
hCoV-19/USA/CT-CDC-QDX23849583/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849592/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849593/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849606/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849607/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849611/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849612/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849628/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849631/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849646/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849661/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849677/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849685/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849690/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849694/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849703/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849704/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849706/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849712/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849713/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849714/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849720/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849722/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849724/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849726/2021	other	2021-04-10
hCoV-19/USA/CT-CDC-QDX23849733/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849734/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849735/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849738/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849738/2021|EPI_ISL_1818216|2021-04-11	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849747/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849748/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849753/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849754/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849762/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849763/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849766/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849767/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23849777/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23892907/2021	other	2021-04-11
hCoV-19/USA/CT-CDC-QDX23892951/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23892953/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23892962/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23892963/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23892966/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23892967/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23892971/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23893002/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX23893007/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-QDX24155312/2021	other	2021-04-17
hCoV-19/USA/CT-CDC-QDX24155341/2021|EPI_ISL_2011111|2021-04-18	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155347/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155348/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155349/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155351/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155355/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155373/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155378/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155383/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155393/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155394/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24155402/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155403/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155412/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155427/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155435/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155457/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155461/2021	other	2021-04-18
hCoV-19/USA/CT-CDC-QDX24155475/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24155485/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24155492/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24155493/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24326449/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24326450/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24326516/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24326517/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24326518/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-QDX24326544/2021	other	2021-04-20
hCoV-19/USA/CT-CDC-QDX24365450/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24365451/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24365452/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24365453/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24365461/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24365464/2021	other	2021-04-24
hCoV-19/USA/CT-CDC-QDX24365475/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365486/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365496/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365497/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365498/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365501/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365511/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365556/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365559/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365569/2021	other	2021-04-25
hCoV-19/USA/CT-CDC-QDX24365597/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365603/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365616/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365618/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365630/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365637/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365657/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365665/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365668/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24365673/2021	other	2021-04-26
hCoV-19/USA/CT-CDC-QDX24520490/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520495/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520496/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520497/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520501/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520504/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520506/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520509/2021	other	2021-04-30
hCoV-19/USA/CT-CDC-QDX24520511/2021	other	2021-04-28
hCoV-19/USA/CT-CDC-QDX24632652/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632677/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632678/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632680/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632681/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632682/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632685/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632689/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632701/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632709/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632728/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632730/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632757/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632765/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632775/2021	other	2021-05-02
hCoV-19/USA/CT-CDC-QDX24632777/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632789/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632790/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632791/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632792/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632793/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632794/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632805/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632806/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632819/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632820/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632821/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632850/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632854/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632869/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632895/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632903/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632911/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632913/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632917/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632920/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632921/2021	other	2021-05-01
hCoV-19/USA/CT-CDC-QDX24632925/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632929/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632930/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632933/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632934/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632946/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632947/2021	other	2021-05-03
hCoV-19/USA/CT-CDC-QDX24632962/2021	other	2021-05-04
hCoV-19/USA/CT-CDC-QDX24632967/2021	other	2021-05-04
hCoV-19/USA/CT-CDC-QDX24632968/2021	other	2021-05-04
hCoV-19/USA/CT-CDC-QDX24632978/2021	other	2021-05-04
hCoV-19/USA/CT-CDC-QDX24713384/2021	other	2021-05-05
hCoV-19/USA/CT-CDC-QDX24713464/2021	other	2021-05-05
hCoV-19/USA/CT-CDC-QDX24863509/2021	other	2021-05-08
hCoV-19/USA/CT-CDC-QDX24863511/2021|EPI_ISL_2368000|2021-05-08	other	2021-05-08
hCoV-19/USA/CT-CDC-QDX24863519/2021	other	2021-05-08
hCoV-19/USA/CT-CDC-QDX24863548/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24863549/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24863565/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24863566/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941095/2021	other	2021-05-09
hCoV-19/USA/CT-CDC-QDX24941096/2021	other	2021-05-09
hCoV-19/USA/CT-CDC-QDX24941097/2021	other	2021-05-09
hCoV-19/USA/CT-CDC-QDX24941131/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941138/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941139/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941140/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941141/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941199/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24941236/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX24941277/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941278/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941282/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941349/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941371/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941372/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941375/2021	other	2021-05-12
hCoV-19/USA/CT-CDC-QDX24941389/2021	other	2021-05-13
hCoV-19/USA/CT-CDC-QDX24941390/2021	other	2021-05-13
hCoV-19/USA/CT-CDC-QDX24981048/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24981050/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24981051/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX24981054/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX24981055/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX24981059/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX24981094/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX25025292/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX25025296/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX25025297/2021	other	2021-05-10
hCoV-19/USA/CT-CDC-QDX25025309/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX25025329/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX25025334/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX25025348/2021	other	2021-05-11
hCoV-19/USA/CT-CDC-QDX25063020/2021	other	2021-05-16
hCoV-19/USA/CT-CDC-QDX25063025/2021	other	2021-05-16
hCoV-19/USA/CT-CDC-QDX25063027/2021	other	2021-05-16
hCoV-19/USA/CT-CDC-QDX25063083/2021	other	2021-05-16
hCoV-19/USA/CT-CDC-QDX25063084/2021	other	2021-05-16
hCoV-19/USA/CT-CDC-QDX25063095/2021	other	2021-05-17
hCoV-19/USA/CT-CDC-QDX25063113/2021	other	2021-05-17
hCoV-19/USA/CT-CDC-QDX25063114/2021	other	2021-05-15
hCoV-19/USA/CT-CDC-QDX25063167/2021	other	2021-05-17
hCoV-19/USA/CT-CDC-QDX25089001/2021	other	2021-05-17
hCoV-19/USA/CT-CDC-QDX25089052/2021	other	2021-05-18
hCoV-19/USA/CT-CDC-QDX25089070/2021	other	2021-05-21
hCoV-19/USA/CT-CDC-QDX25122524/2021	other	2021-05-18
hCoV-19/USA/CT-CDC-QDX25207949/2021	other	2021-05-19
hCoV-19/USA/CT-CDC-QDX25207950/2021	other	2021-05-19
hCoV-19/USA/CT-CDC-QDX25249444/2021	other	2021-05-20
hCoV-19/USA/CT-CDC-QDX25249460/2021	other	2021-05-20
hCoV-19/USA/CT-CDC-QDX25249525/2021	other	2021-05-21
hCoV-19/USA/CT-CDC-QDX25249535/2021	other	2021-05-21
hCoV-19/USA/CT-CDC-QDX25249546/2021	other	2021-05-21
hCoV-19/USA/CT-CDC-QDX25309534/2021	other	2021-05-24
hCoV-19/USA/CT-CDC-QDX25309535/2021	other	2021-05-24
hCoV-19/USA/CT-CDC-QDX25309536/2021	other	2021-05-24
hCoV-19/USA/CT-CDC-QDX25309557/2021	other	2021-05-23
hCoV-19/USA/CT-CDC-QDX25392364/2021	other	2021-05-26
hCoV-19/USA/CT-CDC-QDX25392386/2021	other	2021-05-27
hCoV-19/USA/CT-CDC-QDX25392411/2021	other	2021-05-27
hCoV-19/USA/CT-CDC-QDX25392418/2021	other	2021-05-28
hCoV-19/USA/CT-CDC-QDX25392428/2021	other	2021-05-28
hCoV-19/USA/CT-CDC-QDX25392450/2021	other	2021-05-28
hCoV-19/USA/CT-CDC-QDX25472457/2021	other	2021-05-30
hCoV-19/USA/CT-CDC-QDX25472482/2021	other	2021-06-01
hCoV-19/USA/CT-CDC-QDX25472489/2021	other	2021-06-01
hCoV-19/USA/CT-CDC-QDX25472490/2021	other	2021-06-01
hCoV-19/USA/CT-CDC-QDX25497795/2021	other	2021-06-02
hCoV-19/USA/CT-CDC-QDX25620287/2021	other	2021-06-03
hCoV-19/USA/CT-CDC-QDX25620317/2021	other	2021-06-04
hCoV-19/USA/CT-CDC-QDX25806495/2021	other	2021-06-09
hCoV-19/USA/CT-CDC-QDX25806504/2021	other	2021-06-10
hCoV-19/USA/CT-CDC-QDX25806505/2021	other	2021-06-10
hCoV-19/USA/CT-CDC-QDX25806516/2021	other	2021-06-10
hCoV-19/USA/CT-CDC-QDX25806534/2021	other	2021-06-11
hCoV-19/USA/CT-CDC-QDX25848323/2021	other	2021-06-12
hCoV-19/USA/CT-CDC-QDX26032788/2021	other	2021-06-18
hCoV-19/USA/CT-CDC-QDX26032830/2021	other	2021-06-16
hCoV-19/USA/CT-CDC-QDX26032831/2021	other	2021-06-16
hCoV-19/USA/CT-CDC-QDX26076014/2021	other	2021-06-20
hCoV-19/USA/CT-CDC-QDX26076032/2021|EPI_ISL_2869090|2021-06-21	other	2021-06-21
hCoV-19/USA/CT-CDC-QDX26177972/2021	other	2021-06-21
hCoV-19/USA/CT-CDC-QDX26177973/2021	other	2021-06-21
hCoV-19/USA/CT-CDC-QDX26380783/2021	other	2021-06-26
hCoV-19/USA/CT-CDC-STM-000011772/2021	other	2021-02-09
hCoV-19/USA/CT-CDC-STM-000037676/2021	other	2021-03-15
hCoV-19/USA/CT-CDC-STM-000038687/2021	other	2021-03-18
hCoV-19/USA/CT-CDC-STM-000038695/2021	other	2021-03-16
hCoV-19/USA/CT-CDC-STM-000039980/2021	other	2021-03-19
hCoV-19/USA/CT-CDC-STM-000042782/2021	other	2021-03-20
hCoV-19/USA/CT-CDC-STM-000042793/2021	other	2021-03-20
hCoV-19/USA/CT-CDC-STM-000043665/2021	other	2021-03-22
hCoV-19/USA/CT-CDC-STM-000045015/2021	other	2021-03-28
hCoV-19/USA/CT-CDC-STM-000045538/2021	other	2021-03-27
hCoV-19/USA/CT-CDC-STM-000046273/2021	other	2021-03-30
hCoV-19/USA/CT-CDC-STM-000048335/2021	other	2021-04-01
hCoV-19/USA/CT-CDC-STM-000048939/2021	other	2021-04-01
hCoV-19/USA/CT-CDC-STM-000050244/2021	other	2021-04-05
hCoV-19/USA/CT-CDC-STM-000050647/2021	other	2021-04-06
hCoV-19/USA/CT-CDC-STM-000050690/2021	other	2021-04-07
hCoV-19/USA/CT-CDC-STM-000051145/2021	other	2021-04-07
hCoV-19/USA/CT-CDC-STM-000052761/2021	other	2021-04-10
hCoV-19/USA/CT-CDC-STM-000053408/2021	other	2021-04-12
hCoV-19/USA/CT-CDC-STM-000056084/2021	other	2021-04-14
hCoV-19/USA/CT-CDC-STM-000058068/2021	other	2021-04-16
hCoV-19/USA/CT-CDC-STM-000058460/2021	other	2021-04-19
hCoV-19/USA/CT-CDC-STM-000069010/2021	other	2021-05-04
hCoV-19/USA/CT-CDC-STM-000070302/2021	other	2021-05-07
hCoV-19/USA/CT-CDCBI-CRSP_01349/2021	other	2021-03-08
hCoV-19/USA/CT-CDCBI-CRSP_01369/2021	other	2021-03-08
hCoV-19/USA/CT-CDCBI-CRSP_01382/2021	other	2021-03-11
hCoV-19/USA/CT-CDCBI-CRSP_01428/2021	other	2021-03-12
hCoV-19/USA/CT-CDCBI-CRSP_01585/2021	other	2021-03-20
hCoV-19/USA/CT-CDCBI-CRSP_01676/2021	other	2021-03-21
hCoV-19/USA/CT-CDCBI-CRSP_01758/2021	other	2021-03-17
hCoV-19/USA/CT-CDCBI-CRSP_01791/2021	other	2021-03-16
hCoV-19/USA/CT-CDCBI-CRSP_01795/2021	other	2021-03-16
hCoV-19/USA/CT-CDCBI-CRSP_01804/2021	other	2021-03-18
hCoV-19/USA/CT-CDCBI-CRSP_01806/2021	other	2021-03-18
hCoV-19/USA/CT-CDCBI-CRSP_01813/2021	other	2021-03-18
hCoV-19/USA/CT-CDCBI-CRSP_02056/2021	other	2021-03-25
hCoV-19/USA/CT-CDCBI-CRSP_02078/2021	other	2021-03-24
hCoV-19/USA/CT-CDCBI-CRSP_02081/2021	other	2021-03-24
hCoV-19/USA/CT-CDCBI-CRSP_02085/2021	other	2021-03-24
hCoV-19/USA/CT-CDCBI-CRSP_02093/2021	other	2021-03-24
hCoV-19/USA/CT-CDCBI-CRSP_02104/2021	other	2021-03-24
hCoV-19/USA/CT-CDCBI-CRSP_02112/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02113/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02122/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02157/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02162/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02165/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02167/2021	other	2021-04-01
hCoV-19/USA/CT-CDCBI-CRSP_02212/2021	other	2021-04-02
hCoV-19/USA/CT-CDCBI-CRSP_02219/2021	other	2021-04-03
hCoV-19/USA/CT-CDCBI-CRSP_02220/2021	other	2021-04-02
hCoV-19/USA/CT-CDCBI-CRSP_02578/2021	other	2021-04-08
hCoV-19/USA/CT-CDCBI-CRSP_02586/2021	other	2021-04-08
hCoV-19/USA/CT-CDCBI-CRSP_02596/2021	other	2021-04-08
hCoV-19/USA/CT-CDCBI-CRSP_36CDZM546M2HFUU7/2021	other	2021-04-24
hCoV-19/USA/CT-CDCBI-CRSP_5FJ434PX6DEKKJYZ/2021	other	2021-04-28
hCoV-19/USA/CT-CDCBI-CRSP_6PUIAVGWC4M2GBZZ/2021	other	2021-04-25
hCoV-19/USA/CT-CDCBI-CRSP_7PKOQKCSLPE7WJD5/2021	other	2021-04-16
hCoV-19/USA/CT-CDCBI-CRSP_ARZVLYWGCQ7H325R/2021	other	2021-04-28
hCoV-19/USA/CT-CDCBI-CRSP_BKESYUSZ72ONP5TY/2021	other	2021-05-24
