trait	location	collection_date
hCoV-19/USA/CT-JAX-JAX-2145-016/2021	other	2021-10-29
hCoV-19/USA/CT-JAX-JAX-2145-017/2021	other	2021-10-29
hCoV-19/USA/CT-JAX-JAX-2145-018/2021	other	2021-10-29
hCoV-19/USA/CT-JAX-JAX-2145-019/2021	other	2021-10-29
hCoV-19/USA/CT-JAX-JAX-2145-020/2021	other	2021-10-30
hCoV-19/USA/CT-JAX-JAX-2145-021/2021	other	2021-10-30
hCoV-19/USA/CT-JAX-JAX-2145-022/2021	other	2021-11-01
hCoV-19/USA/CT-JAX-JAX-2145-023/2021	other	2021-11-01
hCoV-19/USA/CT-JAX-JAX-2145-024/2021	other	2021-11-01
hCoV-19/USA/CT-JAX-JAX-2145-025/2021	other	2021-11-01
hCoV-19/USA/CT-JAX-JAX-2145-026/2021	other	2021-11-01
hCoV-19/USA/CT-JAX-JAX-2145-027/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-028/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-029/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-030/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-031/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-032/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-033/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-034/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-035/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-036/2021	other	2021-11-04
hCoV-19/USA/CT-JAX-JAX-2145-037/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-038/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-039/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-040/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-041/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-042/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-043/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2145-044/2021	other	2021-11-03
hCoV-19/USA/CT-JAX-JAX-2145-045/2021	other	2021-10-28
hCoV-19/USA/CT-JAX-JAX-2145-047/2021	other	2021-10-25
hCoV-19/USA/CT-JAX-JAX-2145-048/2021	other	2021-10-27
hCoV-19/USA/CT-JAX-JAX-2145-053/2021	other	2021-11-02
hCoV-19/USA/CT-JAX-JAX-2145-060/2021	other	2021-11-02
hCoV-19/USA/CT-JAX-JAX-2145-061/2021	other	2021-11-02
hCoV-19/USA/CT-JAX-JAX-2145-064/2021	other	2021-10-27
hCoV-19/USA/CT-JAX-JAX-2146-001/2021	other	2021-10-30
hCoV-19/USA/CT-JAX-JAX-2146-002/2021	other	2021-10-30
hCoV-19/USA/CT-JAX-JAX-2146-003/2021	other	2021-11-01
hCoV-19/USA/CT-JAX-JAX-2146-005/2021	other	2021-11-06
hCoV-19/USA/CT-JAX-JAX-2146-006/2021	other	2021-11-07
hCoV-19/USA/CT-JAX-JAX-2146-007/2021	other	2021-11-07
hCoV-19/USA/CT-JAX-JAX-2146-008/2021	other	2021-11-07
hCoV-19/USA/CT-JAX-JAX-2146-009/2021	other	2021-11-07
hCoV-19/USA/CT-JAX-JAX-2146-010/2021	other	2021-11-07
hCoV-19/USA/CT-JAX-JAX-2146-011/2021	other	2021-11-07
hCoV-19/USA/CT-JAX-JAX-2146-012/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-013/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-014/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-015/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-016/2021	other	2021-11-09
hCoV-19/USA/CT-JAX-JAX-2146-017/2021	other	2021-11-09
hCoV-19/USA/CT-JAX-JAX-2146-018/2021	other	2021-11-09
hCoV-19/USA/CT-JAX-JAX-2146-019/2021	other	2021-11-09
hCoV-19/USA/CT-JAX-JAX-2146-020/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-021/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-022/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-023/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-024/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-025/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-026/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-027/2021	other	2021-11-10
hCoV-19/USA/CT-JAX-JAX-2146-028/2021	other	2021-11-11
hCoV-19/USA/CT-JAX-JAX-2146-029/2021	other	2021-11-11
hCoV-19/USA/CT-JAX-JAX-2146-030/2021	other	2021-11-11
hCoV-19/USA/CT-JAX-JAX-2146-031/2021	other	2021-11-11
hCoV-19/USA/CT-JAX-JAX-2146-032/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-033/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-034/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-035/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-038/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-039/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-040/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-041/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-042/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-043/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-044/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2146-045/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2146-046/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2146-047/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2146-048/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2146-049/2021	other	2021-11-12
hCoV-19/USA/CT-JAX-JAX-2146-050/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-051/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-053/2021	other	2021-11-08
hCoV-19/USA/CT-JAX-JAX-2146-056/2021	other	2021-11-06
hCoV-19/USA/CT-JAX-JAX-2146-057/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2146-058/2021	other	2021-11-06
hCoV-19/USA/CT-JAX-JAX-2146-061/2021	other	2021-11-06
hCoV-19/USA/CT-JAX-JAX-2146-062/2021	other	2021-11-05
hCoV-19/USA/CT-JAX-JAX-2146-063/2021	other	2021-11-06
hCoV-19/USA/CT-JAX-JAX-2146-065/2021	other	2021-11-09
hCoV-19/USA/CT-JAX-JAX-2146-073/2021	other	2021-11-11
hCoV-19/USA/CT-JAX-JAX-2148-001/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2148-002/2021	other	2021-11-14
hCoV-19/USA/CT-JAX-JAX-2148-003/2021	other	2021-11-14
hCoV-19/USA/CT-JAX-JAX-2148-004/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-005/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-006/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-007/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-009/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-010/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-011/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-012/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-013/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-014/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-015/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-016/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-017/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-018/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-019/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-020/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-021/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-022/2021	other	2021-11-16
hCoV-19/USA/CT-JAX-JAX-2148-023/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-024/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-025/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-026/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-027/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-028/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-029/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-030/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-031/2021	other	2021-11-17
hCoV-19/USA/CT-JAX-JAX-2148-032/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-033/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-034/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-035/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-036/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-037/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-038/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-039/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-040/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-041/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-042/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-043/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-044/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-045/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-046/2021	other	2021-11-18
hCoV-19/USA/CT-JAX-JAX-2148-047/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-048/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-049/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-050/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-051/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-052/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-053/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-054/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-055/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-056/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-057/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-058/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-059/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-060/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-061/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-062/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-063/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-064/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-065/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-066/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-067/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-068/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-069/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-070/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-071/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-072/2021	other	2021-11-21
hCoV-19/USA/CT-JAX-JAX-2148-073/2021	other	2021-11-21
hCoV-19/USA/CT-JAX-JAX-2148-074/2021	other	2021-11-21
hCoV-19/USA/CT-JAX-JAX-2148-075/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-076/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-077/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-078/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-079/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-080/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-081/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-082/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-084/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-085/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-086/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-087/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-088/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-089/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-090/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-091/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-092/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-093/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-094/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-095/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-096/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-097/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-098/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-099/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-100/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-101/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-102/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-103/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-104/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-105/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-106/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-107/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-109/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-110/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-111/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-112/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-113/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-114/2021	other	2021-11-26
hCoV-19/USA/CT-JAX-JAX-2148-115/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2148-116/2021	other	2021-11-26
hCoV-19/USA/CT-JAX-JAX-2148-117/2021	other	2021-11-26
hCoV-19/USA/CT-JAX-JAX-2148-118/2021	other	2021-11-26
hCoV-19/USA/CT-JAX-JAX-2148-119/2021	other	2021-11-26
hCoV-19/USA/CT-JAX-JAX-2148-120/2021	other	2021-11-21
hCoV-19/USA/CT-JAX-JAX-2148-121/2021	other	2021-11-21
hCoV-19/USA/CT-JAX-JAX-2148-122/2021	other	2021-11-13
hCoV-19/USA/CT-JAX-JAX-2148-123/2021	other	2021-11-20
hCoV-19/USA/CT-JAX-JAX-2148-124/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-125/2021	other	2021-11-25
hCoV-19/USA/CT-JAX-JAX-2148-126/2021	other	2021-11-26
hCoV-19/USA/CT-JAX-JAX-2148-127/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-131/2021	other	2021-11-15
hCoV-19/USA/CT-JAX-JAX-2148-138/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-139/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-140/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-141/2021	other	2021-11-19
hCoV-19/USA/CT-JAX-JAX-2148-142/2021	other	2021-11-22
hCoV-19/USA/CT-JAX-JAX-2148-145/2021	other	2021-11-23
hCoV-19/USA/CT-JAX-JAX-2148-146/2021	other	2021-11-24
hCoV-19/USA/CT-JAX-JAX-2149-001/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-006/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-007/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-008/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-009/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-010/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-011/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-012/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-013/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-014/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-015/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-016/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-017/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-018/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-019/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-020/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-021/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-022/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-023/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-024/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-025/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-026/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-027/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-028/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-029/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-030/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-031/2021	other	2021-11-29
hCoV-19/USA/CT-JAX-JAX-2149-033/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-034/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-035/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-036/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-037/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-038/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-039/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-040/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-041/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-042/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-043/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-044/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-045/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-046/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-047/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-048/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-049/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-050/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-051/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-052/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-053/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-054/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-055/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-056/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-057/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-058/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-059/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-060/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-061/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-062/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-063/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-064/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-065/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-066/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-067/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-068/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-069/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-070/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-071/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-073/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-074/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-075/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-076/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-077/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-078/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-079/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-080/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-081/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-082/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-083/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-084/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-085/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-086/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-087/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-088/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-089/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-090/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-091/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-092/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-093/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-094/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-095/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-096/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-097/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2149-098/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-107/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-113/2021	other	2021-11-30
hCoV-19/USA/CT-JAX-JAX-2149-114/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-118/2021	other	2021-12-02
hCoV-19/USA/CT-JAX-JAX-2149-119/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2149-120/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2149-125/2021	other	2021-12-01
hCoV-19/USA/CT-JAX-JAX-2150-001/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-002/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-003/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-004/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-005/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-006/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-007/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-008/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-009/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-010/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-011/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-012/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-013/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-015/2021	other	2021-12-03
hCoV-19/USA/CT-JAX-JAX-2150-017/2021	other	2021-12-04
hCoV-19/USA/CT-JAX-JAX-2150-018/2021	other	2021-12-04
hCoV-19/USA/CT-JAX-JAX-2150-019/2021	other	2021-12-04
hCoV-19/USA/CT-JAX-JAX-2150-020/2021	other	2021-12-04
hCoV-19/USA/CT-JAX-JAX-2150-022/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-023/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-024/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-025/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-026/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-027/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-028/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-029/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-030/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-031/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-032/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-033/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-034/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-035/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-036/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-038/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-039/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-040/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-041/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-042/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-043/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-044/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-045/2021	other	2021-12-06
hCoV-19/USA/CT-JAX-JAX-2150-046/2021	other	2021-12-07
hCoV-19/USA/CT-JAX-JAX-2150-047/2021	other	2021-12-07
hCoV-19/USA/CT-JAX-JAX-2150-048/2021	other	2021-12-07
