trait	location	collection_date
hCoV-19/Mexico/MEX-CABANA-MX-UGA-IMSS_ITV_UBA_UCR_UdA_UPC-3663/2021|EPI_ISL_7813043|2021-07-29	other	2021-07-29
hCoV-19/Mexico/MEX-IBT-IMSS-04/2020|EPI_ISL_955246|2020-04-08	other	2020-04-08
hCoV-19/Mexico/MEX-IBT-IMSS-48313-NC/2021|EPI_ISL_3463388|2021-01-30	other	2021-01-30
hCoV-19/Mexico/MEX-IBT-IMSS-922/2021|EPI_ISL_1416389|2021-03-04	other	2021-03-04
hCoV-19/Mexico/MEX-IBT-IMSS-936/2021|EPI_ISL_1416401|2021-03-09	other	2021-03-09
hCoV-19/Mexico/MEX-INMEGEN-05-02-151/2021|EPI_ISL_2231026|2021-04-30	other	2021-04-30
hCoV-19/Mexico/MEX-INMEGEN-20-135/2021|EPI_ISL_3503514|2021-07-30	other	2021-07-30
hCoV-19/Mexico/MEX-INMEGEN-30-279/2021|EPI_ISL_8614327|2021-09-26	other	2021-09-26
hCoV-19/Mexico/MEX-INMEGEN-33-10/2021|EPI_ISL_5845921|2021-10-14	other	2021-10-14
hCoV-19/Mexico/MEX-INMEGEN-37-142/2021|EPI_ISL_6812039|2021-10-16	other	2021-10-16
hCoV-19/Mexico/MEX-INMEGEN-39-86/2021|EPI_ISL_7172362|2021-11-30	other	2021-11-30
hCoV-19/Mexico/MEX-INMEGEN-41-79/2021|EPI_ISL_7565706|2021-12-05	other	2021-12-05
hCoV-19/Mexico/MEX-INMEGEN-45-302/2021|EPI_ISL_8187056|2021-12-13	other	2021-12-13
hCoV-19/Mexico/MEX-INMEGEN-51-42/2022|EPI_ISL_8979746|2022-01-11	other	2022-01-11
hCoV-19/Mexico/MEX_IBT_IMSS_4854/2021|EPI_ISL_7969983|2021-11-30	other	2021-11-30
hCoV-19/Mexico/MEX_IBT_IMSS_5724/2022|EPI_ISL_9153196|2022-01-06	other	2022-01-06
hCoV-19/Mexico/MEX_LANGEBIO_IMSS_0488/2021|EPI_ISL_1662120|2021-03-31	other	2021-03-31
hCoV-19/Mexico/MIC-IBT-IMSS-459/2020|EPI_ISL_1301642|2020-04-20	other	2020-04-20
hCoV-19/Mexico/MIC-InDRE_319/2020|EPI_ISL_1060708|2020-07-23	other	2020-07-23
hCoV-19/Mexico/MIC-InDRE_FB15019_S2324/2021|EPI_ISL_2343015|2021-04-22	other	2021-04-22
hCoV-19/Mexico/MIC-InDRE_FB49748_S9234/2021|EPI_ISL_6810057|2021-10-17	other	2021-10-17
hCoV-19/Mexico/MIC-LANGEBIO_IMSS_1620/2021|EPI_ISL_2942724|2021-06-27	other	2021-06-27
hCoV-19/Mexico/MIC_IBT_IMSS_3762/2021|EPI_ISL_5936889|2021-10-07	other	2021-10-07
hCoV-19/Mexico/MIC_IBT_IMSS_4559/2021|EPI_ISL_7969979|2021-11-27	other	2021-11-27
hCoV-19/Mexico/MIC_IBT_IMSS_5901/2022|EPI_ISL_9570104|2022-01-07	other	2022-01-07
hCoV-19/Mexico/MIC_IBT_IMSS_5902/2022|EPI_ISL_9570103|2022-01-07	other	2022-01-07
hCoV-19/Mexico/MIC_InDRE_FB54384_E16313274617_S10005/2021|EPI_ISL_8747614|2021-12-24	other	2021-12-24
hCoV-19/Mexico/MIC_InDRE_FB54416_E16313160173_S10195/2021|EPI_ISL_8747794|2021-12-17	other	2021-12-17
hCoV-19/Mexico/MIC_LANGEBIO_IMSS_3952/2021|EPI_ISL_7853217|2021-11-21	other	2021-11-21
hCoV-19/Mexico/MOR-INMEGEN-51-188/2022|EPI_ISL_9108682|2022-01-08	other	2022-01-08
hCoV-19/Mexico/MOR-InDRE-IBT-187/2020|EPI_ISL_1302175|2020-12-23	other	2020-12-23
hCoV-19/Mexico/MOR-InDRE_359/2020|EPI_ISL_1060754|2020-07-28	other	2020-07-28
hCoV-19/Mexico/MOR-InDRE_525/2021|EPI_ISL_1168595|2021-01-20	other	2021-01-20
hCoV-19/Mexico/MOR-InDRE_530/2021|EPI_ISL_1168600|2021-01-21	other	2021-01-21
hCoV-19/Mexico/MOR_IBT_IMSS_3885/2021|EPI_ISL_5936876|2021-10-08	other	2021-10-08
hCoV-19/Mexico/MOR_IBT_IMSS_4750/2021|EPI_ISL_7969977|2021-11-30	other	2021-11-30
hCoV-19/Mexico/MOR_IBT_IMSS_5248/2021|EPI_ISL_8825769|2021-12-21	other	2021-12-21
hCoV-19/Mexico/MOR_INER_IMSS_00642/2021|EPI_ISL_1585638|2021-03-18	other	2021-03-18
hCoV-19/Mexico/MOR_INER_IMSS_2902/2021|EPI_ISL_6227328|2021-10-19	other	2021-10-19
hCoV-19/Mexico/MOR_INER_IMSS_3356/2021|EPI_ISL_7729218|2021-11-14	other	2021-11-14
hCoV-19/Mexico/MOR_InDRE_FB46204_S8545/2021|EPI_ISL_6097729|2021-10-02	other	2021-10-02
hCoV-19/Mexico/MOR_InDRE_FB53993_E17313161807_S10099/2021|EPI_ISL_8747803|2021-12-17	other	2021-12-17
hCoV-19/Mexico/NAY-InDRE_27/2020|EPI_ISL_493342|2020-05-26	other	2020-05-26
hCoV-19/Mexico/NAY_IBT_IMSS_1838/2021|EPI_ISL_3133763|2021-05-31	other	2021-05-31
hCoV-19/Mexico/NAY_IBT_IMSS_4108/2021|EPI_ISL_6863736|2021-11-04	other	2021-11-04
hCoV-19/Mexico/NAY_INER_IMSS_1166/2021|EPI_ISL_2490395|2021-05-03	other	2021-05-03
hCoV-19/Mexico/NAY_INER_IMSS_3004/2021|EPI_ISL_6227412|2021-10-17	other	2021-10-17
hCoV-19/Mexico/NAY_InDRE_FB45710_S8429/2021|EPI_ISL_6097728|2021-10-01	other	2021-10-01
hCoV-19/Mexico/NAY_InDRE_FB51047_S9782/2021|EPI_ISL_7716942|2021-11-01	other	2021-11-01
hCoV-19/Mexico/NAY_LANGEBIO_IMSS_3437/2021|EPI_ISL_6775561|2021-10-27	other	2021-10-27
hCoV-19/Mexico/NAY_LANGEBIO_IMSS_5052/2022|EPI_ISL_9150916|2022-01-04	other	2022-01-04
hCoV-19/Mexico/NAY_LANGEBIO_IMSS_5104/2021|EPI_ISL_9150777|2021-12-31	other	2021-12-31
hCoV-19/Mexico/NAY_LANGEBIO_IMSS_5106/2022|EPI_ISL_9150874|2022-01-03	other	2022-01-03
hCoV-19/Mexico/NAY_UAN-LANIIA_6146-1220/2021|EPI_ISL_8988607|2021-12-20	other	2021-12-20
hCoV-19/Mexico/NL-InDRE_122/2020|EPI_ISL_913926|2020-10-17	other	2020-10-17
hCoV-19/Mexico/NL-SEARCH-109859/2021|EPI_ISL_5237778|2021-08-09	other	2021-08-09
hCoV-19/Mexico/NLE-LESPNL-006336/2021|EPI_ISL_8788903|2021-12-20	other	2021-12-20
hCoV-19/Mexico/NLE-UANL-033/2021|EPI_ISL_3701535|2021-01-31	other	2021-01-31
hCoV-19/Mexico/NLE-UANL-1281/2020|EPI_ISL_648600|2020-04-28	other	2020-04-28
hCoV-19/Mexico/NLE_IBT_IMSS_3768/2021|EPI_ISL_5936856|2021-10-06	other	2021-10-06
hCoV-19/Mexico/NLE_IBT_IMSS_4152/2021|EPI_ISL_6863313|2021-11-01	other	2021-11-01
hCoV-19/Mexico/NLE_IBT_IMSS_4193/2021|EPI_ISL_6863355|2021-11-04	other	2021-11-04
hCoV-19/Mexico/NLE_INER_IMSS_00761/2021|EPI_ISL_2091215|2021-04-15	other	2021-04-15
hCoV-19/Mexico/NLE_LANGEBIO_IMSS_3128/2021|EPI_ISL_6775520|2021-10-25	other	2021-10-25
hCoV-19/Mexico/NLE_LANGEBIO_IMSS_4462/2021|EPI_ISL_8910813|2021-12-15	other	2021-12-15
hCoV-19/Mexico/NLE_LANGEBIO_IMSS_4863/2022|EPI_ISL_9150895|2022-01-04	other	2022-01-04
hCoV-19/Mexico/OAX-IBT-IMSS-192/2021|EPI_ISL_1288390|2021-02-12	other	2021-02-12
hCoV-19/Mexico/OAX-INMEGEN-29-84/2021|EPI_ISL_4745834|2021-09-18	other	2021-09-18
hCoV-19/Mexico/OAX-INMEGEN-31-129/2021|EPI_ISL_5329730|2021-10-05	other	2021-10-05
hCoV-19/Mexico/OAX-INMEGEN-33-99/2021|EPI_ISL_5846098|2021-10-17	other	2021-10-17
hCoV-19/Mexico/OAX-INMEGEN-38-104/2021|EPI_ISL_8128235|2021-11-10	other	2021-11-10
hCoV-19/Mexico/OAX-INMEGEN-38-40/2021|EPI_ISL_6960805|2021-11-17	other	2021-11-17
hCoV-19/Mexico/OAX-INMEGEN-47-268/2021|EPI_ISL_8436230|2021-12-22	other	2021-12-22
hCoV-19/Mexico/OAX-INMEGEN-52-188/2022|EPI_ISL_9206901|2022-01-05	other	2022-01-05
hCoV-19/Mexico/OAX-INMEGEN-53-161/2022|EPI_ISL_9337791|2022-01-14	other	2022-01-14
hCoV-19/Mexico/OAX-InDRE_FB14535_S2139/2021|EPI_ISL_2340871|2021-04-27	other	2021-04-27
hCoV-19/Mexico/OAX_IBT_IMSS_3820/2021|EPI_ISL_5936851|2021-10-01	other	2021-10-01
hCoV-19/Mexico/OAX_IBT_IMSS_5312/2021|EPI_ISL_8825835|2021-12-26	other	2021-12-26
hCoV-19/Mexico/PUE-IBT-IMSS-450/2020|EPI_ISL_1301633|2020-04-18	other	2020-04-18
hCoV-19/Mexico/PUE-IBT-IMSS-577/2021|EPI_ISL_1302390|2021-01-29	other	2021-01-29
hCoV-19/Mexico/PUE-INER-IMSS-00157/2021|EPI_ISL_1279434|2021-02-20	other	2021-02-20
hCoV-19/Mexico/PUE-InDRE-17/2020|EPI_ISL_455455|2020-03-14	other	2020-03-14
hCoV-19/Mexico/PUE-InDRE_157/2020|EPI_ISL_913959|2020-11-25	other	2020-11-25
hCoV-19/Mexico/PUE-InDRE_381/2020|EPI_ISL_1054968|2020-07-30	other	2020-07-30
hCoV-19/Mexico/PUE-InDRE_FB50311_S9408/2021|EPI_ISL_6810229|2021-10-24	other	2021-10-24
hCoV-19/Mexico/PUE-VZ21-87471-LABOPAT/2021|EPI_ISL_8183503|2021-12-22	other	2021-12-22
hCoV-19/Mexico/PUE_IBT_IMSS_4444/2021|EPI_ISL_6863661|2021-11-08	other	2021-11-08
hCoV-19/Mexico/PUE_IBT_IMSS_4855/2021|EPI_ISL_7969956|2021-11-30	other	2021-11-30
hCoV-19/Mexico/PUE_InDRE_FB1228_E21913428994_S10844/2022|EPI_ISL_9431129|2022-01-03	other	2022-01-03
hCoV-19/Mexico/PUE_InDRE_FB53922_E21913036031_S9923/2021|EPI_ISL_8747527|2021-12-09	other	2021-12-09
hCoV-19/Mexico/PUE_LANGEBIO_IMSS_2978/2021|EPI_ISL_5851006|2021-09-24	other	2021-09-24
hCoV-19/Mexico/PUE_LANGEBIO_IMSS_3512/2021|EPI_ISL_6775331|2021-10-05	other	2021-10-05
hCoV-19/Mexico/PUE_LANGEBIO_IMSS_3541/2021|EPI_ISL_6775334|2021-10-10	other	2021-10-10
hCoV-19/Mexico/QUE-InDRE-04/2020|EPI_ISL_424670|2020-03-10	other	2020-03-10
hCoV-19/Mexico/QUE-InDRE_562/2021|EPI_ISL_1168632|2021-01-22	other	2021-01-22
hCoV-19/Mexico/QUE-InDRE_FB14957_S2661/2021|EPI_ISL_2495967|2021-05-11	other	2021-05-11
hCoV-19/Mexico/QUE_IBT_IMSS_1207873/NC/2021|EPI_ISL_6863572|2021-11-05	other	2021-11-05
hCoV-19/Mexico/QUE_IBT_IMSS_3856/2021|EPI_ISL_5936826|2021-10-06	other	2021-10-06
hCoV-19/Mexico/QUE_IBT_IMSS_3857/2021|EPI_ISL_5936827|2021-10-05	other	2021-10-05
hCoV-19/Mexico/QUE_IBT_IMSS_4293/2021|EPI_ISL_6863505|2021-11-03	other	2021-11-03
hCoV-19/Mexico/QUE_IBT_IMSS_5261/2021|EPI_ISL_8825782|2021-12-22	other	2021-12-22
hCoV-19/Mexico/QUE_IBT_IMSS_5603/2022|EPI_ISL_9153206|2022-01-04	other	2022-01-04
hCoV-19/Mexico/QUE_IBT_IMSS_5618/2022|EPI_ISL_9153211|2022-01-03	other	2022-01-03
hCoV-19/Mexico/QUE_InDRE_FB53985_E_S10019/2021|EPI_ISL_8747535|2021-12-15	other	2021-12-15
hCoV-19/Mexico/QUE_InDRE_FB53986_E_S10060/2021|EPI_ISL_8747600|2021-12-14	other	2021-12-14
hCoV-19/Mexico/QUE_LANGEBIO_IMSS_3249/2021|EPI_ISL_6775480|2021-10-23	other	2021-10-23
hCoV-19/Mexico/ROO-INMEGEN-34-34/2021|EPI_ISL_6050847|2021-10-22	other	2021-10-22
hCoV-19/Mexico/ROO-INMEGEN-35-160/2021|EPI_ISL_6181676|2021-10-29	other	2021-10-29
hCoV-19/Mexico/ROO-INMEGEN-39-126/2021|EPI_ISL_7172626|2021-11-29	other	2021-11-29
hCoV-19/Mexico/ROO-INMEGEN-45-100/2021|EPI_ISL_8186860|2021-12-20	other	2021-12-20
hCoV-19/Mexico/ROO-INMEGEN-54-74/2022|EPI_ISL_9502302|2022-01-11	other	2022-01-11
hCoV-19/Mexico/ROO_IBT_IMSS_4058/2021|EPI_ISL_6863458|2021-11-03	other	2021-11-03
hCoV-19/Mexico/ROO_IBT_IMSS_4526/2021|EPI_ISL_7969948|2021-12-01	other	2021-12-01
hCoV-19/Mexico/ROO_IBT_IMSS_5525/2022|EPI_ISL_9153251|2022-01-02	other	2022-01-02
hCoV-19/Mexico/SE22-0003-LABOPAT/2022|EPI_ISL_8671355|2022-01-08	other	2022-01-08
hCoV-19/Mexico/SEARCH-100858/2020|EPI_ISL_2329279|2020-12-10	other	2020-12-10
hCoV-19/Mexico/SIN-INMEGEN-48-172/2021|EPI_ISL_8628865|2021-12-27	other	2021-12-27
hCoV-19/Mexico/SIN-INMEGEN-48-290/2021|EPI_ISL_8628874|2021-12-27	other	2021-12-27
hCoV-19/Mexico/SIN-SEARCH-112251/2021|EPI_ISL_5986980|2021-09-04	other	2021-09-04
hCoV-19/Mexico/SIN_IBT_IMSS_4148/2021|EPI_ISL_6863778|2021-11-09	other	2021-11-09
hCoV-19/Mexico/SIN_IBT_IMSS_4586/2021|EPI_ISL_7969940|2021-11-29	other	2021-11-29
hCoV-19/Mexico/SIN_INER_IMSS_3119/2021|EPI_ISL_6227509|2021-10-05	other	2021-10-05
hCoV-19/Mexico/SIN_LANGEBIO_IMSS_3365/2021|EPI_ISL_6775430|2021-10-22	other	2021-10-22
hCoV-19/Mexico/SIN_LANGEBIO_IMSS_5132/2022|EPI_ISL_9150882|2022-01-03	other	2022-01-03
hCoV-19/Mexico/SIN_LANGEBIO_IMSS_5133/2022|EPI_ISL_9150883|2022-01-03	other	2022-01-03
hCoV-19/Mexico/SLP-IBT-IMSS-731/2021|EPI_ISL_1416552|2021-03-08	other	2021-03-08
hCoV-19/Mexico/SLP-InDRE_145/2020|EPI_ISL_913948|2020-12-12	other	2020-12-12
hCoV-19/Mexico/SLP-InDRE_301/2020|EPI_ISL_1060745|2020-08-02	other	2020-08-02
hCoV-19/Mexico/SLP_IBT_IMSS_3550/2021|EPI_ISL_5936807|2021-10-05	other	2021-10-05
hCoV-19/Mexico/SLP_IBT_IMSS_4918/2021|EPI_ISL_8825881|2021-12-12	other	2021-12-12
hCoV-19/Mexico/SLP_IBT_IMSS_5886/2022|EPI_ISL_9570027|2022-01-10	other	2022-01-10
hCoV-19/Mexico/SLP_INER_IMSS_2339/2021|EPI_ISL_4299762|2021-08-25	other	2021-08-25
hCoV-19/Mexico/SLP_INER_IMSS_3087/2021|EPI_ISL_6227485|2021-10-18	other	2021-10-18
hCoV-19/Mexico/SLP_INER_IMSS_3128/2021|EPI_ISL_6227546|2021-10-04	other	2021-10-04
hCoV-19/Mexico/SLP_INER_IMSS_3436/2021|EPI_ISL_7729013|2021-11-15	other	2021-11-15
hCoV-19/Mexico/SLP_InDRE_FB2063_E24113425474_S10974/2022|EPI_ISL_9431259|2022-01-02	other	2022-01-02
hCoV-19/Mexico/SLP_LANGEBIO_IMSS_4366/2021|EPI_ISL_8251062|2021-11-30	other	2021-11-30
hCoV-19/Mexico/SN-SEARCH-112795/2021|EPI_ISL_6257723|2021-10-14	other	2021-10-14
hCoV-19/Mexico/SON-InDRE-IBT-29413-NC/2020|EPI_ISL_3463394|2020-06-09	other	2020-06-09
hCoV-19/Mexico/SON-InDRE_329/2020|EPI_ISL_1060763|2020-07-19	other	2020-07-19
hCoV-19/Mexico/SON-InDRE_FB49875_S9297/2021|EPI_ISL_6810119|2021-10-21	other	2021-10-21
hCoV-19/Mexico/SON_INER_IMSS_2304/2021|EPI_ISL_4299727|2021-08-24	other	2021-08-24
hCoV-19/Mexico/SON_INER_IMSS_3426/2021|EPI_ISL_7729003|2021-11-16	other	2021-11-16
hCoV-19/Mexico/SON_InDRE_FD116200_S9590/2021|EPI_ISL_7716750|2021-10-27	other	2021-10-27
hCoV-19/Mexico/SON_LANGEBIO_IMSS_4031/2021|EPI_ISL_7853282|2021-11-21	other	2021-11-21
hCoV-19/Mexico/SON_LANGEBIO_IMSS_4348/2021|EPI_ISL_8251279|2021-12-07	other	2021-12-07
hCoV-19/Mexico/SON_LANGEBIO_IMSS_4761/2021|EPI_ISL_8910849|2021-12-22	other	2021-12-22
hCoV-19/Mexico/TAB-INMEGEN-20-246/2021|EPI_ISL_3503608|2021-07-30	other	2021-07-30
hCoV-19/Mexico/TAB-INMEGEN-47-202/2021|EPI_ISL_8436164|2021-12-26	other	2021-12-26
hCoV-19/Mexico/TAB-INMEGEN-49-242/2021|EPI_ISL_8753611|2021-12-29	other	2021-12-29
hCoV-19/Mexico/TAB-INMEGEN-52-15/2022|EPI_ISL_9206734|2022-01-05	other	2022-01-05
hCoV-19/Mexico/TAB-InDRE-IBT-28/2020|EPI_ISL_1301700|2020-05-30	other	2020-05-30
hCoV-19/Mexico/TAB-InDRE-IBT-30/2020|EPI_ISL_1301701|2020-05-29	other	2020-05-29
hCoV-19/Mexico/TAB-InDRE_FB18526_S4150/2021|EPI_ISL_2920721|2021-06-25	other	2021-06-25
hCoV-19/Mexico/TAB-InDRE_FB50591_S9530/2021|EPI_ISL_6810353|2021-10-21	other	2021-10-21
hCoV-19/Mexico/TAB_IBT_IMSS_1683/2021|EPI_ISL_2681099|2021-05-31	other	2021-05-31
hCoV-19/Mexico/TAB_IBT_IMSS_4037/2021|EPI_ISL_6863437|2021-11-01	other	2021-11-01
hCoV-19/Mexico/TAB_IBT_IMSS_5780/2022|EPI_ISL_9570020|2022-01-06	other	2022-01-06
hCoV-19/Mexico/TAB_InDRE_FB50626_S9565/2021|EPI_ISL_7716725|2021-11-01	other	2021-11-01
hCoV-19/Mexico/TAM-INMEGEN-33-176/2021|EPI_ISL_5846174|2021-10-18	other	2021-10-18
hCoV-19/Mexico/TAM-INMEGEN-38-48/2021|EPI_ISL_6960648|2021-11-17	other	2021-11-17
hCoV-19/Mexico/TAM-InDRE_165/2020|EPI_ISL_913966|2020-12-15	other	2020-12-15
hCoV-19/Mexico/TAM-InDRE_253/2020|EPI_ISL_1054994|2020-07-24	other	2020-07-24
hCoV-19/Mexico/TAM-InDRE_449/2021|EPI_ISL_1168527|2021-01-22	other	2021-01-22
hCoV-19/Mexico/TAM-InDRE_FB50228_S9391/2021|EPI_ISL_6810212|2021-10-19	other	2021-10-19
hCoV-19/Mexico/TAM_IBT_IMSS_5030/2021|EPI_ISL_8825941|2021-12-27	other	2021-12-27
hCoV-19/Mexico/TAM_InDRE_FB1880_E28313645562_S10939/2022|EPI_ISL_9431224|2022-01-07	other	2022-01-07
hCoV-19/Mexico/TAM_InDRE_FB51070_S9787/2021|EPI_ISL_7716947|2021-11-03	other	2021-11-03
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0189/2021|EPI_ISL_1351956|2021-03-03	other	2021-03-03
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_4561/2021|EPI_ISL_8910858|2021-12-21	other	2021-12-21
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_4900/2022|EPI_ISL_9150836|2022-01-03	other	2022-01-03
hCoV-19/Mexico/TLA-IBT-IMSS-429/2020|EPI_ISL_1301622|2020-03-27	other	2020-03-27
hCoV-19/Mexico/TLA-InDRE_109/2020|EPI_ISL_913913|2020-07-23	other	2020-07-23
hCoV-19/Mexico/TLA-InDRE_126/2020|EPI_ISL_913929|2020-10-21	other	2020-10-21
hCoV-19/Mexico/TLA-InDRE_261/2020|EPI_ISL_1054967|2020-07-30	other	2020-07-30
hCoV-19/Mexico/TLA-InDRE_FB18148_S4379/2021|EPI_ISL_2937845|2021-06-20	other	2021-06-20
hCoV-19/Mexico/TLA-VTX21-088695-LABOPAT/2021|EPI_ISL_8324832|2021-12-28	other	2021-12-28
hCoV-19/Mexico/TLA_IBT_IMSS_1025/2021|EPI_ISL_1811530|2021-04-11	other	2021-04-11
hCoV-19/Mexico/TLA_IBT_IMSS_1209539/NC/2021|EPI_ISL_6863685|2021-11-10	other	2021-11-10
hCoV-19/Mexico/TLA_IBT_IMSS_3854/2021|EPI_ISL_5936592|2021-10-08	other	2021-10-08
hCoV-19/Mexico/TLA_IBT_IMSS_965/2021|EPI_ISL_1811479|2021-04-06	other	2021-04-06
hCoV-19/Mexico/TLA_INER_IMSS_00589/2021|EPI_ISL_1585587|2021-03-16	other	2021-03-16
hCoV-19/Mexico/TLA_InDRE_FB49005_S9051/2021|EPI_ISL_6570883|2021-10-18	other	2021-10-18
hCoV-19/Mexico/TLA_InDRE_FB500_E29213431156_S10405/2022|EPI_ISL_9092935|2022-01-03	other	2022-01-03
hCoV-19/Mexico/TLA_InDRE_FB503_E29313462374_S10408/2022|EPI_ISL_9092938|2022-01-03	other	2022-01-03
hCoV-19/Mexico/TLA_InDRE_FB51660_S9871/2021|EPI_ISL_7717031|2021-11-10	other	2021-11-10
hCoV-19/Mexico/VER-IBT-IMSS-890/2021|EPI_ISL_1416417|2021-03-09	other	2021-03-09
hCoV-19/Mexico/VER-INMEGEN-32-203/2021|EPI_ISL_5410205|2021-10-12	other	2021-10-12
hCoV-19/Mexico/VER-INMEGEN-36-169/2021|EPI_ISL_6507891|2021-11-02	other	2021-11-02
hCoV-19/Mexico/VER-INMEGEN-47-203/2021|EPI_ISL_8436165|2021-12-27	other	2021-12-27
hCoV-19/Mexico/VER-INMEGEN-51-106/2022|EPI_ISL_9108637|2022-01-07	other	2022-01-07
hCoV-19/Mexico/VER-InDRE_169/2020|EPI_ISL_913970|2020-11-21	other	2020-11-21
hCoV-19/Mexico/VER_IBT_IMSS_6102/2022|EPI_ISL_9569954|2022-01-07	other	2022-01-07
hCoV-19/Mexico/VER_INER_IMSS_2874/2021|EPI_ISL_6227300|2021-10-18	other	2021-10-18
hCoV-19/Mexico/VER_LANGEBIO_IMSS_3830/2021|EPI_ISL_7853284|2021-11-18	other	2021-11-18
hCoV-19/Mexico/VTX21-088693-LABOPAT/2021|EPI_ISL_8324841|2021-12-28	other	2021-12-28
hCoV-19/Mexico/YUC-INMEGEN-19-164/2021|EPI_ISL_3277687|2021-07-20	other	2021-07-20
hCoV-19/Mexico/YUC-INMEGEN-30-60/2021|EPI_ISL_5030991|2021-09-21	other	2021-09-21
hCoV-19/Mexico/YUC-INMEGEN-43-167/2021|EPI_ISL_7887214|2021-12-11	other	2021-12-11
hCoV-19/Mexico/YUC-INMEGEN-54-79/2022|EPI_ISL_9502307|2022-01-11	other	2022-01-11
hCoV-19/Mexico/YUC-InDRE-IBT-64/2020|EPI_ISL_1301461|2020-06-01	other	2020-06-01
hCoV-19/Mexico/YUC-InDRE_FB25307_S5652/2021|EPI_ISL_3768958|2021-07-26	other	2021-07-26
hCoV-19/Mexico/YUC-NYGC-11054-21/2021|EPI_ISL_3023979|2021-02-17	other	2021-02-17
hCoV-19/Mexico/YUC-NYGC-11128-21/2021|EPI_ISL_3023891|2021-02-17	other	2021-02-17
hCoV-19/Mexico/YUC-NYGC-33533-20/2020|EPI_ISL_3023830|2020-08-11	other	2020-08-11
hCoV-19/Mexico/YUC_IBT_IMSS_5556/2022|EPI_ISL_9153280|2022-01-05	other	2022-01-05
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_3189/2021|EPI_ISL_6775347|2021-10-25	other	2021-10-25
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_3604/2021|EPI_ISL_7853309|2021-11-02	other	2021-11-02
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_3651/2021|EPI_ISL_7853356|2021-11-09	other	2021-11-09
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_4809/2021|EPI_ISL_9150708|2021-12-29	other	2021-12-29
hCoV-19/Mexico/ZAC-INER-IMSS-00072/2021|EPI_ISL_1279364|2021-02-16	other	2021-02-16
hCoV-19/Mexico/ZAC-InDRE-IBT-51/2020|EPI_ISL_1301469|2020-05-25	other	2020-05-25
hCoV-19/Mexico/ZAC_IBT_IMSS_4016/2021|EPI_ISL_6863799|2021-11-08	other	2021-11-08
hCoV-19/Mexico/ZAC_IBT_IMSS_4949/2021|EPI_ISL_8825912|2021-12-22	other	2021-12-22
hCoV-19/Mexico/ZAC_IBT_IMSS_5365/2021|EPI_ISL_9153382|2021-12-29	other	2021-12-29
hCoV-19/Mexico/ZAC_IBT_IMSS_5871/2022|EPI_ISL_9569920|2022-01-14	other	2022-01-14
hCoV-19/Mexico/ZAC_INER_IMSS_3094/2021|EPI_ISL_6227491|2021-10-25	other	2021-10-25
hCoV-19/Mexico/ZAC_INER_IMSS_3431/2021|EPI_ISL_7729008|2021-11-16	other	2021-11-16
hCoV-19/Mexico/ZAC_LANGEBIO_IMSS_3452/2021|EPI_ISL_6775345|2021-10-25	other	2021-10-25
hCoV-19/Mexico/ZAC_LANGEBIO_IMSS_5020/2022|EPI_ISL_9150965|2022-01-05	other	2022-01-05
hCoV-19/Mexico/un-INMEGEN-31-331/2021|EPI_ISL_5409981|2021-10-08	other	2021-10-08
hCoV-19/Moldova/1156/2022|EPI_ISL_8520085|2022-01-06	other	2022-01-06
hCoV-19/Moldova/A0047_2021_10_22/2021|EPI_ISL_7677990|2021-10-22	other	2021-10-22
hCoV-19/Moldova/A0057/2021|EPI_ISL_7729144|2021-09-07	other	2021-09-07
hCoV-19/Moldova/A0093_2021_10_22/2021|EPI_ISL_7678184|2021-10-22	other	2021-10-22
hCoV-19/Moldova/C0047_2021_11_23/2021|EPI_ISL_7677562|2021-11-23	other	2021-11-23
hCoV-19/Moldova/Nr-102650/2021|EPI_ISL_8172662|2021-11-04	other	2021-11-04
hCoV-19/Moldova/Nr-109602/2021|EPI_ISL_8179309|2021-12-14	other	2021-12-14
hCoV-19/Moldova/Nr108179/2021|EPI_ISL_7570557|2021-12-09	other	2021-12-09
hCoV-19/Moldova/S3331Nr3/2021|EPI_ISL_1385811|2021-03-03	other	2021-03-03
hCoV-19/Moldova/un-ChVir22270/2020|EPI_ISL_3446537|2020-09-11	other	2020-09-11
hCoV-19/Moldova/un-ChVir25014/2021|EPI_ISL_3446541|2021-01-27	other	2021-01-27
hCoV-19/Monaco/IPP28142/2021|EPI_ISL_4740992|2021-09-14	other	2021-09-14
hCoV-19/Mongolia/10011612/2021|EPI_ISL_8547403|2021-08-05	other	2021-08-05
hCoV-19/Mongolia/62273/2020|EPI_ISL_1805716|2020-11-02	other	2020-11-02
hCoV-19/Montenegro/588741/2021|EPI_ISL_8770641|2021-12-18	other	2021-12-18
hCoV-19/Montenegro/CO-00531_MNE000_5374182102/2021|EPI_ISL_7381125|2021-10-21	other	2021-10-21
hCoV-19/Montenegro/CO-00531_MNE000_5464792102/2021|EPI_ISL_7393117|2021-10-31	other	2021-10-31
