name,accession,date,location,lineage
hCoV-19/Costa_Rica/INC-2823-736333/2022|EPI_ISL_9495776|2022-01-20,EPI_ISL_9495776,2022-01-20,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-2850-736253/2022|EPI_ISL_9754783|2022-01-17,EPI_ISL_9754783,2022-01-17,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-2861-736606/2022|EPI_ISL_9754794|2022-01-19,EPI_ISL_9754794,2022-01-19,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-2913-738403/2022|EPI_ISL_9754845|2022-01-24,EPI_ISL_9754845,2022-01-24,CostaRica,BA.1
hCoV-19/Costa_Rica/INC-2937-738959/2022|EPI_ISL_9988628|2022-01-25,EPI_ISL_9988628,2022-01-25,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-2947-739373/2022|EPI_ISL_9988638|2022-01-25,EPI_ISL_9988638,2022-01-25,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-2968-740087/2022|EPI_ISL_9988659|2022-01-29,EPI_ISL_9988659,2022-01-29,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3000-740703/2022|EPI_ISL_9988691|2022-02-01,EPI_ISL_9988691,2022-02-01,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3012-741255/2022|EPI_ISL_9988703|2022-02-03,EPI_ISL_9988703,2022-02-03,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3027-741306/2022|EPI_ISL_10379603|2022-02-02,EPI_ISL_10379603,2022-02-02,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3037-741633/2022|EPI_ISL_10379613|2022-02-03,EPI_ISL_10379613,2022-02-03,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3044-741944/2022|EPI_ISL_10379620|2022-02-07,EPI_ISL_10379620,2022-02-07,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3047-741959/2022|EPI_ISL_10379623|2022-02-07,EPI_ISL_10379623,2022-02-07,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3055-742375/2022|EPI_ISL_10379631|2022-02-07,EPI_ISL_10379631,2022-02-07,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3064-742459/2022|EPI_ISL_10379640|2022-02-05,EPI_ISL_10379640,2022-02-05,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3069-742476/2022|EPI_ISL_10379646|2022-02-03,EPI_ISL_10379646,2022-02-03,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3075-742525/2022|EPI_ISL_10379652|2022-02-07,EPI_ISL_10379652,2022-02-07,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3084-742581/2022|EPI_ISL_10379661|2022-02-04,EPI_ISL_10379661,2022-02-04,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3087-742727/2022|EPI_ISL_10379664|2022-02-08,EPI_ISL_10379664,2022-02-08,CostaRica,BA.1.15.1
hCoV-19/Costa_Rica/INC-3097-742814/2022|EPI_ISL_10379674|2022-02-02,EPI_ISL_10379674,2022-02-02,CostaRica,BA.2.9
hCoV-19/Costa_Rica/INC-3103-742994/2022|EPI_ISL_10379680|2022-02-10,EPI_ISL_10379680,2022-02-10,CostaRica,BA.1.15
hCoV-19/Costa_Rica/INC-3104-742997/2022|EPI_ISL_10379681|2022-02-08,EPI_ISL_10379681,2022-02-08,CostaRica,BA.1.1
hCoV-19/Costa_Rica/INC-3109-743321/2022|EPI_ISL_11006494|2022-02-11,EPI_ISL_11006494,2022-02-11,CostaRica,BA.1.1
hCoV-19/Cote_d_Ivoire/BKE1113-bc13/2020|EPI_ISL_1663657|2020-10-08,EPI_ISL_1663657,2020-10-08,Coted'Ivoire,A.18
hCoV-19/CotedIvoire/COV-BKE8607-bc2/2021|EPI_ISL_8178293|2021-10-25,EPI_ISL_8178293,2021-10-25,Coted'Ivoire,B.1.617.2
hCoV-19/Croatia/14979/2021|EPI_ISL_7661575|2021-11-24,EPI_ISL_7661575,2021-11-24,Croatia,AY.43
hCoV-19/Croatia/18507/2021|EPI_ISL_8714453|2021-10-26,EPI_ISL_8714453,2021-10-26,Croatia,AY.43
hCoV-19/Croatia/19621/2021|EPI_ISL_8842687|2021-12-23,EPI_ISL_8842687,2021-12-23,Croatia,AY.122
hCoV-19/Croatia/24559/2022|EPI_ISL_9497058|2022-01-10,EPI_ISL_9497058,2022-01-10,Croatia,BA.1.10
hCoV-19/Croatia/27660/2022|EPI_ISL_9975784|2022-02-01,EPI_ISL_9975784,2022-02-01,Croatia,BA.1.1
hCoV-19/Croatia/7122/2021|EPI_ISL_3151806|2021-07-06,EPI_ISL_3151806,2021-07-06,Croatia,B.1.617.2
hCoV-19/Croatia/9029/2021|EPI_ISL_5010587|2021-08-17,EPI_ISL_5010587,2021-08-17,Croatia,AY.5
hCoV-19/Croatia/IGA-24-86491/2020|EPI_ISL_1167044|2020-11-12,EPI_ISL_1167044,2020-11-12,Croatia,B.1.258
hCoV-19/Croatia/IGA-42-86543/2020|EPI_ISL_1167060|2020-11-12,EPI_ISL_1167060,2020-11-12,Croatia,B.1
hCoV-19/Curacao/CW-RIVM-10100/2020|EPI_ISL_547453|2020-03-12,EPI_ISL_547453,2020-03-12,Curacao,B.55
hCoV-19/Curacao/CW-RIVM-25494/2021|EPI_ISL_1704967|2021-04-05,EPI_ISL_1704967,2021-04-05,Curacao,B.1.1.7
hCoV-19/Curacao/CW-RIVM-31682/2021|EPI_ISL_2219319|2021-05-01,EPI_ISL_2219319,2021-05-01,Curacao,B.1.1.7
hCoV-19/Curacao/CW-RIVM-46526/2021|EPI_ISL_3257751|2021-07-15,EPI_ISL_3257751,2021-07-15,Curacao,AY.4
hCoV-19/Curacao/CW-RIVM-65861/2021|EPI_ISL_5968343|2021-10-06,EPI_ISL_5968343,2021-10-06,Curacao,AY.9.2
hCoV-19/Curacao/CW-RIVM-68489/2021|EPI_ISL_6232409|2021-10-25,EPI_ISL_6232409,2021-10-25,Curacao,AY.4
hCoV-19/Curacao/CW-RIVM-69945/2021|EPI_ISL_6852926|2021-11-05,EPI_ISL_6852926,2021-11-05,Curacao,AY.4
hCoV-19/Curacao/CW-RIVM-80729/2021|EPI_ISL_9086316|2021-12-26,EPI_ISL_9086316,2021-12-26,Curacao,BA.1.1
hCoV-19/Curacao/CW-RIVM-84005/2022|EPI_ISL_9530139|2022-01-12,EPI_ISL_9530139,2022-01-12,Curacao,BA.1
hCoV-19/Curacao/CW-RIVM-87874/2022|EPI_ISL_10345990|2022-02-01,EPI_ISL_10345990,2022-02-01,Curacao,BA.1.1
hCoV-19/Cyprus/BMVUCY395/2020|EPI_ISL_7210745|2020-09-02,EPI_ISL_7210745,2020-09-02,Cyprus,B.1.36
hCoV-19/Cyprus/BMVUCY762/2021|EPI_ISL_7210330|2021-01-22,EPI_ISL_7210330,2021-01-22,Cyprus,B.1.1.7
hCoV-19/Cyprus/ChVir-LB-210903-8472/2021|EPI_ISL_3948221|2021-08-28,EPI_ISL_3948221,2021-08-28,Cyprus,AY.4
hCoV-19/Czech_Republic/17SVAN550/2022|EPI_ISL_8766346|2022-01-03,EPI_ISL_8766346,2022-01-03,CzechRepublic,BA.1
hCoV-19/Czech_Republic/CSQ2364/2021|EPI_ISL_6035773|2021-10-29,EPI_ISL_6035773,2021-10-29,CzechRepublic,AY.4
hCoV-19/Czech_Republic/FNHK-18902/2020|EPI_ISL_895754|2020-04-28,EPI_ISL_895754,2020-04-28,CzechRepublic,B.1
hCoV-19/Czech_Republic/IAB20_016_117/2020|EPI_ISL_889424|2020-10-05,EPI_ISL_889424,2020-10-05,CzechRepublic,B.1.258
hCoV-19/Czech_Republic/IAB20_016_partD_27/2021|EPI_ISL_1391348|2021-02-04,EPI_ISL_1391348,2021-02-04,CzechRepublic,B.1.1.7
hCoV-19/Czech_Republic/NRL-7322-3/2020|EPI_ISL_584076|2020-06-21,EPI_ISL_584076,2020-06-21,CzechRepublic,B.1
hCoV-19/Czech_Republic/NRL_19657/2021|EPI_ISL_8801534|2021-12-20,EPI_ISL_8801534,2021-12-20,CzechRepublic,AY.36.1
hCoV-19/Czech_Republic/NRL_s797/2022|EPI_ISL_10250634|2022-02-07,EPI_ISL_10250634,2022-02-07,CzechRepublic,BA.1.1
hCoV-19/Czech_Republic/Tilia-01/2020|EPI_ISL_906060|2020-08-28,EPI_ISL_906060,2020-08-28,CzechRepublic,B.1.258
hCoV-19/DRC/INRB-RDC-728/2021|EPI_ISL_9570984|2021-11-24,EPI_ISL_9570984,2021-11-24,DemocraticRepublicoftheCongo,BA.1.15
hCoV-19/DRC/INRB-RDC-948/2021|EPI_ISL_9571077|2021-12-15,EPI_ISL_9571077,2021-12-15,DemocraticRepublicoftheCongo,BA.1
hCoV-19/DRC/RDC-380/2021|EPI_ISL_2966646|2021-06-14,EPI_ISL_2966646,2021-06-14,DemocraticRepublicoftheCongo,AY.46
hCoV-19/Denmark/DCGC-129855/2021|EPI_ISL_3709066|2021-07-15,EPI_ISL_3709066,2021-07-15,Denmark,AY.42
hCoV-19/Denmark/DCGC-15445/2020|EPI_ISL_713382|2020-11-23,EPI_ISL_713382,2020-11-23,Denmark,B.1.258.11
hCoV-19/Denmark/DCGC-174648/2021|EPI_ISL_4473859|2021-09-19,EPI_ISL_4473859,2021-09-19,Denmark,AY.4.6
hCoV-19/Denmark/DCGC-184217/2021|EPI_ISL_5362034|2021-10-13,EPI_ISL_5362034,2021-10-13,Denmark,AY.122
hCoV-19/Denmark/DCGC-184924/2021|EPI_ISL_5403765|2021-10-13,EPI_ISL_5403765,2021-10-13,Denmark,AY.4.6
hCoV-19/Denmark/DCGC-186424/2021|EPI_ISL_5446809|2021-10-17,EPI_ISL_5446809,2021-10-17,Denmark,AY.46.6
hCoV-19/Denmark/DCGC-195871/2021|EPI_ISL_5883031|2021-10-27,EPI_ISL_5883031,2021-10-27,Denmark,AY.4.6
hCoV-19/Denmark/DCGC-250376/2021|EPI_ISL_7289560|2021-11-28,EPI_ISL_7289560,2021-11-28,Denmark,AY.122
hCoV-19/Denmark/DCGC-273074/2021|EPI_ISL_7909088|2021-09-01,EPI_ISL_7909088,2021-09-01,Denmark,AY.123
hCoV-19/Denmark/DCGC-274586/2021|EPI_ISL_7911124|2021-12-06,EPI_ISL_7911124,2021-12-06,Denmark,AY.4
hCoV-19/Denmark/DCGC-308118/2022|EPI_ISL_8654012|2022-01-06,EPI_ISL_8654012,2022-01-06,Denmark,BA.1.17.2
hCoV-19/Denmark/DCGC-376704/2022|EPI_ISL_10096593|2022-02-13,EPI_ISL_10096593,2022-02-13,Denmark,BA.2
hCoV-19/Denmark/DCGC-99163/2021|EPI_ISL_2297264|2021-05-17,EPI_ISL_2297264,2021-05-17,Denmark,B.1.1.7
hCoV-19/Denmark/SSI-01/2020|EPI_ISL_416142|2020-02-26,EPI_ISL_416142,2020-02-26,Denmark,B.1.1
hCoV-19/Denmark/SSI-02/2020|EPI_ISL_416143|2020-02-28,EPI_ISL_416143,2020-02-28,Denmark,B.1
hCoV-19/Djibouti/NAMRU3-E555/2021|EPI_ISL_2533857|2021-03-25,EPI_ISL_2533857,2021-03-25,Djibouti,B.1.1.7
hCoV-19/Djibouti/NAMRU3_68/2021|EPI_ISL_3920427|2021-01-18,EPI_ISL_3920427,2021-01-18,Djibouti,B.1.1.306
hCoV-19/Djibouti/NAMRU3_B72/2021|EPI_ISL_3845328|2021-01-20,EPI_ISL_3845328,2021-01-20,Djibouti,B.1.1.306
hCoV-19/Djibouti/NAMRU3_C675/2021|EPI_ISL_6693741|2021-06-30,EPI_ISL_6693741,2021-06-30,Djibouti,AY.44
hCoV-19/Djibouti/NAMRU3_CI_17/2021|EPI_ISL_9712293|2021-12-27,EPI_ISL_9712293,2021-12-27,Djibouti,BA.1.1
hCoV-19/Djibouti/NAMRU3_E19/2020|EPI_ISL_3845369|2020-12-19,EPI_ISL_3845369,2020-12-19,Djibouti,B.1.240
hCoV-19/Djibouti/NAMRU3_ET_126/2021|EPI_ISL_3920412|2021-05-01,EPI_ISL_3920412,2021-05-01,Djibouti,B.1.351.5
hCoV-19/Djibouti/NAMRU3_G638/2021|EPI_ISL_10038168|2021-11-23,EPI_ISL_10038168,2021-11-23,Djibouti,AY.126
hCoV-19/Djibouti/NAMRU3_IT002/2021|EPI_ISL_6693792|2021-10-14,EPI_ISL_6693792,2021-10-14,Djibouti,AY.127.1
hCoV-19/Dominica/65655/2021|EPI_ISL_2631440|2021-03-21,EPI_ISL_2631440,2021-03-21,Dominica,B.1.1.7
hCoV-19/Dominica/65658/2021|EPI_ISL_2631439|2021-04-01,EPI_ISL_2631439,2021-04-01,Dominica,B.1.1.7
hCoV-19/Dominica/82772/2021|EPI_ISL_7869548|2021-08-06,EPI_ISL_7869548,2021-08-06,Dominica,B.1.617.2
hCoV-19/Dominican_Republic/1405762/2021|EPI_ISL_9413668|2021-10-27,EPI_ISL_9413668,2021-10-27,DominicanRepublic,AY.119.2
hCoV-19/Dominican_Republic/1439344/2021|EPI_ISL_9413644|2021-10-28,EPI_ISL_9413644,2021-10-28,DominicanRepublic,AY.119
hCoV-19/Dominican_Republic/1491438/2021|EPI_ISL_9405833|2021-11-12,EPI_ISL_9405833,2021-11-12,DominicanRepublic,AY.43
hCoV-19/Dominican_Republic/1501306/2021|EPI_ISL_9405844|2021-11-15,EPI_ISL_9405844,2021-11-15,DominicanRepublic,AY.3
hCoV-19/Dominican_Republic/1565738/2021|EPI_ISL_8642607|2021-12-02,EPI_ISL_8642607,2021-12-02,DominicanRepublic,AY.3
hCoV-19/Dominican_Republic/1575869/2021|EPI_ISL_8642684|2021-12-08,EPI_ISL_8642684,2021-12-08,DominicanRepublic,AY.119.2
hCoV-19/Dominican_Republic/1826588-LNSPDD/2022|EPI_ISL_9799169|2022-01-25,EPI_ISL_9799169,2022-01-25,DominicanRepublic,BA.1.1
hCoV-19/Dominican_Republic/1844541-LNSPDD/2022|EPI_ISL_9882177|2022-02-02,EPI_ISL_9882177,2022-02-02,DominicanRepublic,BA.1.1
hCoV-19/Dominican_Republic/1845392-LNSPDD/2022|EPI_ISL_9882179|2022-02-02,EPI_ISL_9882179,2022-02-02,DominicanRepublic,BA.1
hCoV-19/Dominican_Republic/1847217-LNSPDD/2022|EPI_ISL_9882181|2022-02-02,EPI_ISL_9882181,2022-02-02,DominicanRepublic,BA.1.1
hCoV-19/Dominican_Republic/1858328-LNSPDD/2022|EPI_ISL_10398029|2022-02-16,EPI_ISL_10398029,2022-02-16,DominicanRepublic,BA.2
hCoV-19/Dominican_Republic/1858376-LNSPDD/2022|EPI_ISL_10398030|2022-02-16,EPI_ISL_10398030,2022-02-16,DominicanRepublic,BA.1
hCoV-19/Dominican_Republic/1859047-LNSPDD/2022|EPI_ISL_10398031|2022-01-05,EPI_ISL_10398031,2022-01-05,DominicanRepublic,BA.1
hCoV-19/Dominican_Republic/1859082-LNSPDD/2022|EPI_ISL_10398032|2022-02-12,EPI_ISL_10398032,2022-02-12,DominicanRepublic,BA.1.18
hCoV-19/Dominican_Republic/1859200-LNSPDD/2022|EPI_ISL_10398033|2022-02-16,EPI_ISL_10398033,2022-02-16,DominicanRepublic,BA.1
hCoV-19/Dominican_Republic/1859468-LNSPDD/2022|EPI_ISL_10398034|2022-02-16,EPI_ISL_10398034,2022-02-16,DominicanRepublic,BA.1
hCoV-19/Dominican_Republic/1862950-LNSPDD/2022|EPI_ISL_10398035|2022-02-15,EPI_ISL_10398035,2022-02-15,DominicanRepublic,BA.1
hCoV-19/Dominican_Republic/3002833753_760554/2021|EPI_ISL_6368792|2021-05-21,EPI_ISL_6368792,2021-05-21,DominicanRepublic,B.1.621.1
hCoV-19/Dominican_Republic/49663/2021|EPI_ISL_4220381|2021-08-03,EPI_ISL_4220381,2021-08-03,DominicanRepublic,AY.43
hCoV-19/Dominican_Republic/ICGEB_UNIBE258/2020|EPI_ISL_523812|2020-03-04,EPI_ISL_523812,2020-03-04,DominicanRepublic,B.1
hCoV-19/Dominican_Republic/Yale-5378/2021|EPI_ISL_2501714|2021-01-26,EPI_ISL_2501714,2021-01-26,DominicanRepublic,B.1.575
hCoV-19/Ecuador/178620/2020|EPI_ISL_940775|2020-12-30,EPI_ISL_940775,2020-12-30,Ecuador,B.1
hCoV-19/Ecuador/NIC-INSPI-356183/2021|EPI_ISL_6526162|2021-11-08,EPI_ISL_6526162,2021-11-08,Ecuador,AY.25.1
hCoV-19/Ecuador/NIC-INSPI-61237/2021|EPI_ISL_8011680|2021-12-11,EPI_ISL_8011680,2021-12-11,Ecuador,B.1.617.2
hCoV-19/Ecuador/NIC-INSPI-79304/2022|EPI_ISL_10397047|2022-02-03,EPI_ISL_10397047,2022-02-03,Ecuador,BA.1.1
hCoV-19/Ecuador/USFQ-128/2020|EPI_ISL_491933|2020-04-07,EPI_ISL_491933,2020-04-07,Ecuador,B.1
hCoV-19/Ecuador/USFQ-185/2020|EPI_ISL_697784|2020-08-12,EPI_ISL_697784,2020-08-12,Ecuador,B.1.1.1
hCoV-19/Ecuador/USFQ-209/2020|EPI_ISL_539784|2020-08-19,EPI_ISL_539784,2020-08-19,Ecuador,B.1
hCoV-19/Ecuador/USFQ-2237/2021|EPI_ISL_6367754|2021-10-28,EPI_ISL_6367754,2021-10-28,Ecuador,AY.25
hCoV-19/Ecuador/USFQ-563/2020|EPI_ISL_824286|2020-12-28,EPI_ISL_824286,2020-12-28,Ecuador,B.1
hCoV-19/Ecuador/ZZL-4/2020|EPI_ISL_660070|2020-10-26,EPI_ISL_660070,2020-10-26,Ecuador,B.1.1
hCoV-19/Egypt/CPHL-NRC-17/2020|EPI_ISL_794595|2020-03-25,EPI_ISL_794595,2020-03-25,Egypt,B.1.535
hCoV-19/Egypt/EGY-021/2020|EPI_ISL_526976|2020-08-14,EPI_ISL_526976,2020-08-14,Egypt,B.1
hCoV-19/Egypt/NRC-5456/2020|EPI_ISL_2232327|2020-05-27,EPI_ISL_2232327,2020-05-27,Egypt,B.1.1
hCoV-19/El_Salvador/INC-LNSP-002/2021|EPI_ISL_5158240|2021-05-01,EPI_ISL_5158240,2021-05-01,ElSalvador,P.1
hCoV-19/El_Salvador/INC-LNSP-007/2021|EPI_ISL_5158244|2021-05-05,EPI_ISL_5158244,2021-05-05,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-014/2021|EPI_ISL_5269414|2021-06-04,EPI_ISL_5269414,2021-06-04,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-016/2021|EPI_ISL_5158249|2021-07-02,EPI_ISL_5158249,2021-07-02,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-058/2021|EPI_ISL_8106913|2021-11-03,EPI_ISL_8106913,2021-11-03,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-059/2021|EPI_ISL_8106914|2021-11-03,EPI_ISL_8106914,2021-11-03,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-060/2021|EPI_ISL_8106958|2021-11-03,EPI_ISL_8106958,2021-11-03,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-063/2021|EPI_ISL_8106939|2021-11-04,EPI_ISL_8106939,2021-11-04,ElSalvador,AY.25.1
hCoV-19/El_Salvador/INC-LNSP-066/2021|EPI_ISL_8106954|2021-11-04,EPI_ISL_8106954,2021-11-04,ElSalvador,AY.25
hCoV-19/El_Salvador/INC-LNSP-069/2021|EPI_ISL_8106929|2021-11-05,EPI_ISL_8106929,2021-11-05,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-070/2021|EPI_ISL_8106928|2021-11-05,EPI_ISL_8106928,2021-11-05,ElSalvador,AY.44
hCoV-19/El_Salvador/INC-LNSP-073/2021|EPI_ISL_8106964|2021-11-05,EPI_ISL_8106964,2021-11-05,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-075/2021|EPI_ISL_8106955|2021-11-06,EPI_ISL_8106955,2021-11-06,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-076/2021|EPI_ISL_8106905|2021-11-07,EPI_ISL_8106905,2021-11-07,ElSalvador,AY.119
hCoV-19/El_Salvador/INC-LNSP-077/2021|EPI_ISL_8106904|2021-11-07,EPI_ISL_8106904,2021-11-07,ElSalvador,AY.44
hCoV-19/El_Salvador/INC-LNSP-081/2021|EPI_ISL_8106907|2021-11-08,EPI_ISL_8106907,2021-11-08,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-086/2021|EPI_ISL_8106951|2021-11-14,EPI_ISL_8106951,2021-11-14,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-087/2021|EPI_ISL_8106927|2021-11-15,EPI_ISL_8106927,2021-11-15,ElSalvador,AY.113
hCoV-19/El_Salvador/INC-LNSP-088/2021|EPI_ISL_8106908|2021-11-15,EPI_ISL_8106908,2021-11-15,ElSalvador,AY.44
hCoV-19/El_Salvador/INC-LNSP-091/2021|EPI_ISL_8106963|2021-11-18,EPI_ISL_8106963,2021-11-18,ElSalvador,AY.43.1
hCoV-19/El_Salvador/INC-LNSP-095/2021|EPI_ISL_8106948|2021-11-23,EPI_ISL_8106948,2021-11-23,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-098/2021|EPI_ISL_8106924|2021-11-27,EPI_ISL_8106924,2021-11-27,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-107/2021|EPI_ISL_8106940|2021-11-29,EPI_ISL_8106940,2021-11-29,ElSalvador,AY.20
hCoV-19/El_Salvador/INC-LNSP-108/2021|EPI_ISL_8106921|2021-12-01,EPI_ISL_8106921,2021-12-01,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-109/2021|EPI_ISL_8106953|2021-12-02,EPI_ISL_8106953,2021-12-02,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-112/2021|EPI_ISL_8106967|2021-12-03,EPI_ISL_8106967,2021-12-03,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-113/2021|EPI_ISL_8106968|2021-12-03,EPI_ISL_8106968,2021-12-03,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-117/2022|EPI_ISL_9915333|2022-01-12,EPI_ISL_9915333,2022-01-12,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-118/2022|EPI_ISL_9915334|2022-01-13,EPI_ISL_9915334,2022-01-13,ElSalvador,BA.1.15
hCoV-19/El_Salvador/INC-LNSP-119/2022|EPI_ISL_9915335|2022-01-13,EPI_ISL_9915335,2022-01-13,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-121/2022|EPI_ISL_9915337|2022-01-13,EPI_ISL_9915337,2022-01-13,ElSalvador,BA.1.19
hCoV-19/El_Salvador/INC-LNSP-125/2022|EPI_ISL_9915341|2022-01-14,EPI_ISL_9915341,2022-01-14,ElSalvador,BA.1
hCoV-19/El_Salvador/INC-LNSP-126/2022|EPI_ISL_9915342|2022-01-14,EPI_ISL_9915342,2022-01-14,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-127/2022|EPI_ISL_9915343|2022-01-14,EPI_ISL_9915343,2022-01-14,ElSalvador,BA.1.17
hCoV-19/El_Salvador/INC-LNSP-130/2022|EPI_ISL_9915346|2022-01-15,EPI_ISL_9915346,2022-01-15,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-131/2022|EPI_ISL_9915347|2022-01-15,EPI_ISL_9915347,2022-01-15,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-132/2022|EPI_ISL_9915348|2022-01-15,EPI_ISL_9915348,2022-01-15,ElSalvador,AY.119
hCoV-19/El_Salvador/INC-LNSP-133/2022|EPI_ISL_9915349|2022-01-16,EPI_ISL_9915349,2022-01-16,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-134/2022|EPI_ISL_9915350|2022-01-16,EPI_ISL_9915350,2022-01-16,ElSalvador,BA.1
hCoV-19/El_Salvador/INC-LNSP-140/2022|EPI_ISL_9915356|2022-01-17,EPI_ISL_9915356,2022-01-17,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-145/2022|EPI_ISL_9915361|2022-01-17,EPI_ISL_9915361,2022-01-17,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-146/2022|EPI_ISL_9915362|2022-01-18,EPI_ISL_9915362,2022-01-18,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-148/2022|EPI_ISL_9915364|2022-01-18,EPI_ISL_9915364,2022-01-18,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-150/2022|EPI_ISL_9915366|2022-01-18,EPI_ISL_9915366,2022-01-18,ElSalvador,BA.1.19
hCoV-19/El_Salvador/INC-LNSP-152/2022|EPI_ISL_9915368|2022-01-19,EPI_ISL_9915368,2022-01-19,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-153/2022|EPI_ISL_9915369|2022-01-19,EPI_ISL_9915369,2022-01-19,ElSalvador,BA.1.17
hCoV-19/El_Salvador/INC-LNSP-155/2022|EPI_ISL_9915371|2022-01-19,EPI_ISL_9915371,2022-01-19,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-156/2022|EPI_ISL_9915372|2022-01-19,EPI_ISL_9915372,2022-01-19,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-158/2022|EPI_ISL_9915374|2022-01-19,EPI_ISL_9915374,2022-01-19,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-159/2022|EPI_ISL_9915375|2022-01-19,EPI_ISL_9915375,2022-01-19,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-163/2022|EPI_ISL_9915379|2022-01-20,EPI_ISL_9915379,2022-01-20,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-169/2022|EPI_ISL_9915385|2022-01-22,EPI_ISL_9915385,2022-01-22,ElSalvador,BA.1.17
hCoV-19/El_Salvador/INC-LNSP-170/2022|EPI_ISL_9915386|2022-01-22,EPI_ISL_9915386,2022-01-22,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-171/2022|EPI_ISL_9915387|2022-01-22,EPI_ISL_9915387,2022-01-22,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-175/2021|EPI_ISL_9915391|2021-12-03,EPI_ISL_9915391,2021-12-03,ElSalvador,AY.100
hCoV-19/El_Salvador/INC-LNSP-176/2021|EPI_ISL_9915392|2021-12-13,EPI_ISL_9915392,2021-12-13,ElSalvador,AY.103
hCoV-19/El_Salvador/INC-LNSP-177/2021|EPI_ISL_9915393|2021-12-15,EPI_ISL_9915393,2021-12-15,ElSalvador,AY.25.1
hCoV-19/El_Salvador/INC-LNSP-178/2021|EPI_ISL_9915394|2021-12-22,EPI_ISL_9915394,2021-12-22,ElSalvador,BA.1.1
hCoV-19/El_Salvador/INC-LNSP-180/2021|EPI_ISL_9915396|2021-12-22,EPI_ISL_9915396,2021-12-22,ElSalvador,AY.100
hCoV-19/England/ALDP-28A604A/2021|EPI_ISL_5951365|2021-10-27,EPI_ISL_5951365,2021-10-27,UnitedKingdom,AY.120
hCoV-19/England/ALDP-2CC81D2/2021|EPI_ISL_7341023|2021-11-30,EPI_ISL_7341023,2021-11-30,UnitedKingdom,AY.4.2
hCoV-19/England/ALDP-34A9EE4/2022|EPI_ISL_9557090|2022-01-27,EPI_ISL_9557090,2022-01-27,UnitedKingdom,BA.1
