name,accession,date,location,lineage
hCoV-19/Cote_d_Ivoire/BKE1706-bc11/2021|EPI_ISL_1367677|2021-01-22,EPI_ISL_1367677,2021-01-22,Coted'Ivoire,B.1
hCoV-19/Cote_d_Ivoire/COV-BKE2712-bc5/2021|EPI_ISL_3536545|2021-03-17,EPI_ISL_3536545,2021-03-17,Coted'Ivoire,B.1.525
hCoV-19/Cote_d_Ivoire/COV-BKE2866-bc19/2021|EPI_ISL_3536553|2021-03-23,EPI_ISL_3536553,2021-03-23,Coted'Ivoire,B.1.1.7
hCoV-19/Crimea/RII-MH2936S/2020|EPI_ISL_733077|2020-09-21,EPI_ISL_733077,2020-09-21,Crimea,B.1.1
hCoV-19/Crimea/RII-MH3433S/2020|EPI_ISL_1400557|2020-10-06,EPI_ISL_1400557,2020-10-06,Crimea,B.1.1
hCoV-19/Croatia/11631/2021|EPI_ISL_6316011|2021-09-28,EPI_ISL_6316011,2021-09-28,Croatia,AY.4
hCoV-19/Croatia/12191/2021|EPI_ISL_6413816|2021-10-06,EPI_ISL_6413816,2021-10-06,Croatia,B.1.617.2
hCoV-19/Croatia/13232/2021|EPI_ISL_6594664|2021-10-25,EPI_ISL_6594664,2021-10-25,Croatia,AY.43
hCoV-19/Croatia/13927/2021|EPI_ISL_6929831|2021-11-05,EPI_ISL_6929831,2021-11-05,Croatia,AY.43
hCoV-19/Croatia/14007/2021|EPI_ISL_6692429|2021-11-09,EPI_ISL_6692429,2021-11-09,Croatia,AY.5
hCoV-19/Croatia/5250/2021|EPI_ISL_2676520|2021-05-11,EPI_ISL_2676520,2021-05-11,Croatia,B.1.1.7
hCoV-19/Croatia/6260/2021|EPI_ISL_2693511|2021-06-05,EPI_ISL_2693511,2021-06-05,Croatia,B.1.1.7
hCoV-19/Croatia/8216/2021|EPI_ISL_3731151|2021-08-09,EPI_ISL_3731151,2021-08-09,Croatia,B.1.617.2
hCoV-19/Croatia/8332/2021|EPI_ISL_3739859|2021-08-11,EPI_ISL_3739859,2021-08-11,Croatia,AY.43
hCoV-19/Croatia/9750/2021|EPI_ISL_5160001|2021-09-01,EPI_ISL_5160001,2021-09-01,Croatia,AY.41
hCoV-19/Croatia/IGA-19-12744/2021|EPI_ISL_1167039|2021-01-17,EPI_ISL_1167039,2021-01-17,Croatia,B.1.258
hCoV-19/Curacao/CW-RIVM-10093/2020|EPI_ISL_547451|2020-03-10,EPI_ISL_547451,2020-03-10,Curacao,B.27
hCoV-19/Curacao/CW-RIVM-13012/2021|EPI_ISL_1035770|2021-01-27,EPI_ISL_1035770,2021-01-27,Curacao,B.1.160
hCoV-19/Curacao/CW-RIVM-21706/2020|EPI_ISL_1014576|2020-11-17,EPI_ISL_1014576,2020-11-17,Curacao,B.1.22.1
hCoV-19/Curacao/CW-RIVM-26936/2021|EPI_ISL_1792868|2021-04-09,EPI_ISL_1792868,2021-04-09,Curacao,B.1.1.7
hCoV-19/Curacao/CW-RIVM-36912/2021|EPI_ISL_2474739|2021-05-18,EPI_ISL_2474739,2021-05-18,Curacao,B.1.1.7
hCoV-19/Curacao/CW-RIVM-51160/2021|EPI_ISL_3732440|2021-08-02,EPI_ISL_3732440,2021-08-02,Curacao,AY.9.2
hCoV-19/Curacao/CW-RIVM-55534/2021|EPI_ISL_4076777|2021-08-20,EPI_ISL_4076777,2021-08-20,Curacao,AY.9.2
hCoV-19/Curacao/CW-RIVM-56729/2021|EPI_ISL_4401887|2021-08-28,EPI_ISL_4401887,2021-08-28,Curacao,AY.9.2
hCoV-19/Curacao/CW-RIVM-63840/2021|EPI_ISL_5209143|2021-09-28,EPI_ISL_5209143,2021-09-28,Curacao,AY.9.2
hCoV-19/Curacao/CW-RIVM-63844/2021|EPI_ISL_5209160|2021-09-28,EPI_ISL_5209160,2021-09-28,Curacao,AY.9.2
hCoV-19/Curacao/CW-RIVM-63856/2021|EPI_ISL_5209122|2021-10-02,EPI_ISL_5209122,2021-10-02,Curacao,AY.42.1
hCoV-19/Curacao/CW-RIVM-68489/2021|EPI_ISL_6232409|2021-10-25,EPI_ISL_6232409,2021-10-25,Curacao,AY.4
hCoV-19/Curacao/CW-RIVM-69767/2021|EPI_ISL_6852728|2021-11-03,EPI_ISL_6852728,2021-11-03,Curacao,AY.4
hCoV-19/Curacao/CW-RIVM-69945/2021|EPI_ISL_6852926|2021-11-05,EPI_ISL_6852926,2021-11-05,Curacao,AY.4
hCoV-19/Cyprus/ChVir-LB-210903-8472/2021|EPI_ISL_3948221|2021-08-28,EPI_ISL_3948221,2021-08-28,Cyprus,AY.4
hCoV-19/Cyprus/Cy078012/2020|EPI_ISL_1164679|2020-10-24,EPI_ISL_1164679,2020-10-24,Cyprus,B.1.258
hCoV-19/Czech_Republic/CSQ0340/2021|EPI_ISL_3446615|2021-08-02,EPI_ISL_3446615,2021-08-02,CzechRepublic,AY.122
hCoV-19/Czech_Republic/CSQ2095/2021|EPI_ISL_5834964|2021-10-25,EPI_ISL_5834964,2021-10-25,CzechRepublic,AY.43
hCoV-19/Czech_Republic/CSQ2241/2021|EPI_ISL_6035741|2021-09-29,EPI_ISL_6035741,2021-09-29,CzechRepublic,AY.122
hCoV-19/Czech_Republic/CSQ2368/2021|EPI_ISL_6035777|2021-10-29,EPI_ISL_6035777,2021-10-29,CzechRepublic,B.1.617.2
hCoV-19/Czech_Republic/CSQ2691/2021|EPI_ISL_6326207|2021-11-02,EPI_ISL_6326207,2021-11-02,CzechRepublic,AY.46
hCoV-19/Czech_Republic/EX52705/2021|EPI_ISL_4954453|2021-09-06,EPI_ISL_4954453,2021-09-06,CzechRepublic,AY.1
hCoV-19/Czech_Republic/FNHK-03501/2020|EPI_ISL_895763|2020-03-19,EPI_ISL_895763,2020-03-19,CzechRepublic,B.1.1.161
hCoV-19/Czech_Republic/FNHK-Ps-001028/2021|EPI_ISL_6826367|2021-11-03,EPI_ISL_6826367,2021-11-03,CzechRepublic,AY.43
hCoV-19/Czech_Republic/IAB20_016_020/2020|EPI_ISL_889351|2020-08-19,EPI_ISL_889351,2020-08-19,CzechRepublic,B.1.258
hCoV-19/Czech_Republic/IAB20_016_033/2020|EPI_ISL_889358|2020-08-03,EPI_ISL_889358,2020-08-03,CzechRepublic,B.1.1.266
hCoV-19/Czech_Republic/NRL_11903/2021|EPI_ISL_4275263|2021-08-18,EPI_ISL_4275263,2021-08-18,CzechRepublic,AY.122
hCoV-19/Czech_Republic/NRL_2435/2021|EPI_ISL_2439018|2021-01-07,EPI_ISL_2439018,2021-01-07,CzechRepublic,B.1.160
hCoV-19/Czech_Republic/NRL_7396/2021|EPI_ISL_2323200|2021-04-29,EPI_ISL_2323200,2021-04-29,CzechRepublic,B.1.1.7
hCoV-19/DRC/GOMA9496/2021|EPI_ISL_3133642|2021-02-25,EPI_ISL_3133642,2021-02-25,DemocraticRepublicoftheCongo,B.1.214.2
hCoV-19/DRC/INRB-RDC-548/2021|EPI_ISL_3086923|2021-07-12,EPI_ISL_3086923,2021-07-12,DemocraticRepublicoftheCongo,B.1.617.2
hCoV-19/DRC/RDC-121/2021|EPI_ISL_2968714|2021-05-25,EPI_ISL_2968714,2021-05-25,DemocraticRepublicoftheCongo,B.1.351
hCoV-19/DRC/RDC-364/2021|EPI_ISL_2966637|2021-06-17,EPI_ISL_2966637,2021-06-17,DemocraticRepublicoftheCongo,B.1.525
hCoV-19/DRC/RDC-75/2021|EPI_ISL_2968690|2021-05-11,EPI_ISL_2968690,2021-05-11,DemocraticRepublicoftheCongo,B.1.1.7
hCoV-19/Denmark/DCGC-145448/2021|EPI_ISL_3280290|2021-08-01,EPI_ISL_3280290,2021-08-01,Denmark,AY.122
hCoV-19/Denmark/DCGC-147183/2021|EPI_ISL_3340667|2021-08-05,EPI_ISL_3340667,2021-08-05,Denmark,AY.120.2.1
hCoV-19/Denmark/DCGC-153721/2021|EPI_ISL_3531023|2021-08-15,EPI_ISL_3531023,2021-08-15,Denmark,AY.46
hCoV-19/Denmark/DCGC-168779/2021|EPI_ISL_4008252|2021-09-01,EPI_ISL_4008252,2021-09-01,Denmark,B.1.617.2
hCoV-19/Denmark/DCGC-169633/2021|EPI_ISL_4050503|2021-09-05,EPI_ISL_4050503,2021-09-05,Denmark,AY.129
hCoV-19/Denmark/DCGC-187204/2021|EPI_ISL_5463087|2021-10-18,EPI_ISL_5463087,2021-10-18,Denmark,AY.4
hCoV-19/Denmark/DCGC-200344/2021|EPI_ISL_6014833|2021-10-31,EPI_ISL_6014833,2021-10-31,Denmark,AY.122
hCoV-19/Denmark/DCGC-230824/2021|EPI_ISL_6830528|2021-11-20,EPI_ISL_6830528,2021-11-20,Denmark,AY.4
hCoV-19/Denmark/DCGC-231921/2021|EPI_ISL_6831218|2021-11-19,EPI_ISL_6831218,2021-11-19,Denmark,AY.43.6
hCoV-19/Djibouti/NAMRU3_C675/2021|EPI_ISL_6693741|2021-06-30,EPI_ISL_6693741,2021-06-30,Djibouti,AY.44
hCoV-19/Djibouti/NAMRU3_C775/2021|EPI_ISL_6693742|2021-08-25,EPI_ISL_6693742,2021-08-25,Djibouti,B.1.617.2
hCoV-19/Djibouti/NAMRU3_D464/2021|EPI_ISL_6693747|2021-09-16,EPI_ISL_6693747,2021-09-16,Djibouti,B.1.617.2
hCoV-19/Djibouti/NAMRU3_E279/2021|EPI_ISL_6693762|2021-09-30,EPI_ISL_6693762,2021-09-30,Djibouti,AY.127.1
hCoV-19/Djibouti/NAMRU3_E304/2021|EPI_ISL_6693776|2021-10-08,EPI_ISL_6693776,2021-10-08,Djibouti,AY.127.1
hCoV-19/Djibouti/NAMRU3_E513/2021|EPI_ISL_6693782|2021-10-01,EPI_ISL_6693782,2021-10-01,Djibouti,AY.127.1
hCoV-19/Djibouti/NAMRU3_SOTFEA_46/2021|EPI_ISL_6693798|2021-08-06,EPI_ISL_6693798,2021-08-06,Djibouti,AY.26
hCoV-19/Dominica/65658/2021|EPI_ISL_2631439|2021-04-01,EPI_ISL_2631439,2021-04-01,Dominica,B.1.1.7
hCoV-19/Dominican_Republic/49633/2021|EPI_ISL_4220359|2021-08-02,EPI_ISL_4220359,2021-08-02,DominicanRepublic,AY.39
hCoV-19/Dominican_Republic/49638/2021|EPI_ISL_4220364|2021-08-02,EPI_ISL_4220364,2021-08-02,DominicanRepublic,B.1.630
hCoV-19/Dominican_Republic/58406/2021|EPI_ISL_6897963|2021-10-11,EPI_ISL_6897963,2021-10-11,DominicanRepublic,AY.43
hCoV-19/Dominican_Republic/58479/2021|EPI_ISL_6899009|2021-10-16,EPI_ISL_6899009,2021-10-16,DominicanRepublic,AY.34.2
hCoV-19/Dominican_Republic/ICGEB_UNIBE032.7/2020|EPI_ISL_525469|2020-05-06,EPI_ISL_525469,2020-05-06,DominicanRepublic,B.1
hCoV-19/Dominican_Republic/ICGEB_UNIBE258/2020|EPI_ISL_523812|2020-03-04,EPI_ISL_523812,2020-03-04,DominicanRepublic,B.1
hCoV-19/Dominican_Republic/UNIBE40/2021|EPI_ISL_5689772|2021-08-16,EPI_ISL_5689772,2021-08-16,DominicanRepublic,AY.47
hCoV-19/Dominican_Republic/UNIBE44/2021|EPI_ISL_5587695|2021-09-08,EPI_ISL_5587695,2021-09-08,DominicanRepublic,AY.25.1
hCoV-19/Dominican_Republic/UNIBE47/2021|EPI_ISL_5587680|2021-09-16,EPI_ISL_5587680,2021-09-16,DominicanRepublic,AY.35
hCoV-19/Dominican_Republic/Yale-5416/2021|EPI_ISL_2501720|2021-02-05,EPI_ISL_2501720,2021-02-05,DominicanRepublic,B.1.637
hCoV-19/Dominican_Republic/Yale-6277/2021|EPI_ISL_3236434|2021-05-18,EPI_ISL_3236434,2021-05-18,DominicanRepublic,B.1.630
hCoV-19/Dominican_Republic/Yale-6279/2021|EPI_ISL_3236436|2021-05-18,EPI_ISL_3236436,2021-05-18,DominicanRepublic,P.1
hCoV-19/Ecuador/NIC-INSPI-100664/2021|EPI_ISL_6208260|2021-09-16,EPI_ISL_6208260,2021-09-16,Ecuador,AY.122
hCoV-19/Ecuador/NIC-INSPI-347608/2021|EPI_ISL_6129824|2021-08-15,EPI_ISL_6129824,2021-08-15,Ecuador,B.1.621
hCoV-19/Ecuador/NIC-INSPI-350137/2021|EPI_ISL_6334904|2021-08-31,EPI_ISL_6334904,2021-08-31,Ecuador,B.1.621
hCoV-19/Ecuador/NIC-INSPI-356085/2021|EPI_ISL_6507662|2021-10-12,EPI_ISL_6507662,2021-10-12,Ecuador,AY.122
hCoV-19/Ecuador/NIC-INSPI-358259/2021|EPI_ISL_6569637|2021-11-17,EPI_ISL_6569637,2021-11-17,Ecuador,B.1.617.2
hCoV-19/Ecuador/NIC-INSPI-56663/2021|EPI_ISL_6507531|2021-09-28,EPI_ISL_6507531,2021-09-28,Ecuador,AY.101
hCoV-19/Ecuador/NIC-INSPI-58500/2021|EPI_ISL_6569622|2021-11-17,EPI_ISL_6569622,2021-11-17,Ecuador,AY.100
hCoV-19/Ecuador/USFQ-173/2020|EPI_ISL_697783|2020-07-22,EPI_ISL_697783,2020-07-22,Ecuador,B.1.1
hCoV-19/Ecuador/USFQ-2205/2021|EPI_ISL_6367734|2021-10-15,EPI_ISL_6367734,2021-10-15,Ecuador,AY.122
hCoV-19/Egypt/ARMY-EVA-Pharma-Wave4-010/2021|EPI_ISL_4748270|2021-09-04,EPI_ISL_4748270,2021-09-04,Egypt,AY.122
hCoV-19/Egypt/ARMY-EVA-Pharma-Wave4-013/2021|EPI_ISL_4748272|2021-09-04,EPI_ISL_4748272,2021-09-04,Egypt,AY.114
hCoV-19/Egypt/CCHE57357_Wave_4_095/2021|EPI_ISL_6011766|2021-10-21,EPI_ISL_6011766,2021-10-21,Egypt,AY.122
hCoV-19/Egypt/CCHE57357_Wave_4_105/2021|EPI_ISL_6011776|2021-10-19,EPI_ISL_6011776,2021-10-19,Egypt,AY.112
hCoV-19/Egypt/CPHL-A3/2021|EPI_ISL_3274159|2021-08-01,EPI_ISL_3274159,2021-08-01,Egypt,B.1.1
hCoV-19/Egypt/CPHL-S9/2021|EPI_ISL_3274156|2021-07-08,EPI_ISL_3274156,2021-07-08,Egypt,C.36
hCoV-19/Egypt/CUNCI-HGC11I009/2021|EPI_ISL_862790|2021-01-03,EPI_ISL_862790,2021-01-03,Egypt,C.36
hCoV-19/Egypt/Delta004/2021|EPI_ISL_4629980|2021-08-04,EPI_ISL_4629980,2021-08-04,Egypt,AY.122
hCoV-19/Egypt/Delta008/2021|EPI_ISL_4629984|2021-08-04,EPI_ISL_4629984,2021-08-04,Egypt,AY.122
hCoV-19/El_Salvador/INC-LNSP-003/2021|EPI_ISL_5264657|2021-05-02,EPI_ISL_5264657,2021-05-02,ElSalvador,C.37
hCoV-19/El_Salvador/INC-LNSP-004/2021|EPI_ISL_5158241|2021-05-04,EPI_ISL_5158241,2021-05-04,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-008/2021|EPI_ISL_5158245|2021-05-05,EPI_ISL_5158245,2021-05-05,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-014/2021|EPI_ISL_5269414|2021-06-04,EPI_ISL_5269414,2021-06-04,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-016/2021|EPI_ISL_5158249|2021-07-02,EPI_ISL_5158249,2021-07-02,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-018/2021|EPI_ISL_5264658|2021-07-02,EPI_ISL_5264658,2021-07-02,ElSalvador,XB
hCoV-19/El_Salvador/INC-LNSP-021/2021|EPI_ISL_5158251|2021-07-02,EPI_ISL_5158251,2021-07-02,ElSalvador,A.2.5
hCoV-19/El_Salvador/INC-LNSP-043/2021|EPI_ISL_5158232|2021-08-02,EPI_ISL_5158232,2021-08-02,ElSalvador,AY.20
hCoV-19/El_Salvador/INC-LNSP-044/2021|EPI_ISL_5158236|2021-08-02,EPI_ISL_5158236,2021-08-02,ElSalvador,C.37
hCoV-19/El_Salvador/INC-LNSP-047/2021|EPI_ISL_5158261|2021-08-02,EPI_ISL_5158261,2021-08-02,ElSalvador,A.2.5
hCoV-19/England/ALDP-16572B0/2021|EPI_ISL_2567763|2021-06-05,EPI_ISL_2567763,2021-06-05,UnitedKingdom,AY.4
hCoV-19/England/ALDP-1ACA07E/2021|EPI_ISL_3311488|2021-08-02,EPI_ISL_3311488,2021-08-02,UnitedKingdom,AY.4
hCoV-19/England/ALDP-1DED555/2021|EPI_ISL_4215955|2021-09-07,EPI_ISL_4215955,2021-09-07,UnitedKingdom,AY.4
hCoV-19/England/ALDP-901965/2020|EPI_ISL_551568|2020-06-24,EPI_ISL_551568,2020-06-24,UnitedKingdom,B.1.1.369
hCoV-19/England/MILK-1C9217A/2021|EPI_ISL_3836479|2021-08-24,EPI_ISL_3836479,2021-08-24,UnitedKingdom,AY.4
hCoV-19/England/MILK-1FA243F/2021|EPI_ISL_4941053|2021-09-27,EPI_ISL_4941053,2021-09-27,UnitedKingdom,AY.4
hCoV-19/England/MILK-2AE94B6/2021|EPI_ISL_6770165|2021-11-16,EPI_ISL_6770165,2021-11-16,UnitedKingdom,AY.4.2
hCoV-19/England/MILK-2BAC06F/2021|EPI_ISL_6871906|2021-11-23,EPI_ISL_6871906,2021-11-23,UnitedKingdom,AY.6
hCoV-19/England/MILK-9EF824/2020|EPI_ISL_594947|2020-09-23,EPI_ISL_594947,2020-09-23,UnitedKingdom,B.1.177
hCoV-19/England/PHEC-10F1F/2020|EPI_ISL_2735786|2020-02-09,EPI_ISL_2735786,2020-02-09,UnitedKingdom,B.40
hCoV-19/England/PHWC-PY73C4/2021|EPI_ISL_3423864|2021-08-03,EPI_ISL_3423864,2021-08-03,UnitedKingdom,AY.4
hCoV-19/Equatorial_Guinea/23265/2020|EPI_ISL_648368|2020-06-22,EPI_ISL_648368,2020-06-22,EquatorialGuinea,B.1
hCoV-19/Equatorial_Guinea/5242/2020|EPI_ISL_648342|2020-05-01,EPI_ISL_648342,2020-05-01,EquatorialGuinea,B.1.192
hCoV-19/Equatorial_Guinea/67342/2020|EPI_ISL_2002669|2020-11-04,EPI_ISL_2002669,2020-11-04,EquatorialGuinea,B.1.192
hCoV-19/Equatorial_Guinea/75302/2021|EPI_ISL_4601601|2021-08-25,EPI_ISL_4601601,2021-08-25,EquatorialGuinea,AY.43
hCoV-19/Equatorial_Guinea/75952/2021|EPI_ISL_4601602|2021-08-26,EPI_ISL_4601602,2021-08-26,EquatorialGuinea,AY.43
hCoV-19/Equatorial_Guinea/78388/2021|EPI_ISL_1700675|2021-04-01,EPI_ISL_1700675,2021-04-01,EquatorialGuinea,B.1.351.5
hCoV-19/Equatorial_Guinea/98283/2021|EPI_ISL_1700687|2021-03-01,EPI_ISL_1700687,2021-03-01,EquatorialGuinea,B.1.351
hCoV-19/Estonia/16572676/2021|EPI_ISL_3507069|2021-07-21,EPI_ISL_3507069,2021-07-21,Estonia,AY.122
hCoV-19/Estonia/18059234/2021|EPI_ISL_6645613|2021-11-02,EPI_ISL_6645613,2021-11-02,Estonia,AY.43
hCoV-19/Estonia/18755786/2021|EPI_ISL_7121556|2021-11-07,EPI_ISL_7121556,2021-11-07,Estonia,AY.43
hCoV-19/Estonia/Cov0282/2020|EPI_ISL_2643643|2020-09-17,EPI_ISL_2643643,2020-09-17,Estonia,B.1.1.10
hCoV-19/Estonia/Cov0482/2020|EPI_ISL_2643592|2020-09-22,EPI_ISL_2643592,2020-09-22,Estonia,B.1.1.10
hCoV-19/Estonia/Cov11035/2021|EPI_ISL_2642230|2021-03-25,EPI_ISL_2642230,2021-03-25,Estonia,B.1.1.7
hCoV-19/Estonia/Cov1504/2020|EPI_ISL_2642887|2020-10-16,EPI_ISL_2642887,2020-10-16,Estonia,B.1.221
hCoV-19/Estonia/Cov7246/2020|EPI_ISL_2642801|2020-12-31,EPI_ISL_2642801,2020-12-31,Estonia,B.1.258
hCoV-19/Estonia/RC0052478/2021|EPI_ISL_4255519|2021-08-17,EPI_ISL_4255519,2021-08-17,Estonia,AY.100
hCoV-19/Estonia/RC0064560/2021|EPI_ISL_4503434|2021-08-29,EPI_ISL_4503434,2021-08-29,Estonia,AY.122
hCoV-19/Estonia/RC0075789/2021|EPI_ISL_4882049|2021-09-08,EPI_ISL_4882049,2021-09-08,Estonia,AY.100
hCoV-19/Estonia/RC0082429/2021|EPI_ISL_4896033|2021-09-12,EPI_ISL_4896033,2021-09-12,Estonia,AY.122
hCoV-19/Estonia/RC0137664/2021|EPI_ISL_6271954|2021-10-13,EPI_ISL_6271954,2021-10-13,Estonia,AY.43
hCoV-19/Estonia/RC0177188/2021|EPI_ISL_6645223|2021-10-30,EPI_ISL_6645223,2021-10-30,Estonia,AY.122.2
hCoV-19/Eswatini/N13390/2021|EPI_ISL_4301780|2021-07-02,EPI_ISL_4301780,2021-07-02,Eswatini,AY.45
hCoV-19/Eswatini/N13395/2021|EPI_ISL_4301785|2021-06-28,EPI_ISL_4301785,2021-06-28,Eswatini,AY.45
hCoV-19/Eswatini/N13433/2021|EPI_ISL_4301817|2021-07-07,EPI_ISL_4301817,2021-07-07,Eswatini,AY.45
hCoV-19/Eswatini/N4800/2021|EPI_ISL_1827703|2021-02-23,EPI_ISL_1827703,2021-02-23,Eswatini,B.1.351
hCoV-19/Ethiopia/11591/2021|EPI_ISL_6166339|2021-02-22,EPI_ISL_6166339,2021-02-22,Ethiopia,B.1.1.7
hCoV-19/Ethiopia/ET2108174/2021|EPI_ISL_6266329|2021-08-04,EPI_ISL_6266329,2021-08-04,Ethiopia,AY.120
hCoV-19/Ethiopia/ET2108219/2021|EPI_ISL_6266376|2021-08-06,EPI_ISL_6266376,2021-08-06,Ethiopia,B.1.617.2
hCoV-19/Ethiopia/ICGEB-S7/2021|EPI_ISL_1898814|2021-01-23,EPI_ISL_1898814,2021-01-23,Ethiopia,B.1
hCoV-19/Fiji/FJ016/2020|EPI_ISL_4820288|2020-08-27,EPI_ISL_4820288,2020-08-27,Fiji,B.1.267
hCoV-19/Fiji/FJ020/2020|EPI_ISL_4820290|2020-12-01,EPI_ISL_4820290,2020-12-01,Fiji,A
hCoV-19/Fiji/FJ075/2021|EPI_ISL_4820060|2021-04-25,EPI_ISL_4820060,2021-04-25,Fiji,AY.82
hCoV-19/Fiji/FJ592/2021|EPI_ISL_4820110|2021-07-07,EPI_ISL_4820110,2021-07-07,Fiji,AY.82
hCoV-19/Fiji/FJ707/2021|EPI_ISL_4820101|2021-07-06,EPI_ISL_4820101,2021-07-06,Fiji,AY.82
hCoV-19/Finland/13155/2021|EPI_ISL_4092335|2021-08-17,EPI_ISL_4092335,2021-08-17,Finland,AY.122.2
hCoV-19/Finland/2089/2021|EPI_ISL_1841479|2021-02-14,EPI_ISL_1841479,2021-02-14,Finland,B.1.1.7
hCoV-19/Finland/28MR20CE3_S324/2020|EPI_ISL_902819|2020-11-28,EPI_ISL_902819,2020-11-28,Finland,B.1.36.22
hCoV-19/Finland/30MBS2/2020|EPI_ISL_481663|2020-03-30,EPI_ISL_481663,2020-03-30,Finland,B.1
hCoV-19/Finland/3KS4G31/2020|EPI_ISL_1240690|2020-06-03,EPI_ISL_1240690,2020-06-03,Finland,B.1
hCoV-19/Finland/8LS18AF7/2020|EPI_ISL_755977|2020-10-08,EPI_ISL_755977,2020-10-08,Finland,B.1.36.22
hCoV-19/Finland/THL-202100084/2020|EPI_ISL_2537279|2020-12-30,EPI_ISL_2537279,2020-12-30,Finland,B.1.36.22
hCoV-19/Finland/THL-202126851/2021|EPI_ISL_4232930|2021-08-09,EPI_ISL_4232930,2021-08-09,Finland,AY.122
hCoV-19/Finland/THL-202128090/2021|EPI_ISL_5641281|2021-09-17,EPI_ISL_5641281,2021-09-17,Finland,AY.43
hCoV-19/Finland/THL-202128927/2021|EPI_ISL_6900772|2021-10-07,EPI_ISL_6900772,2021-10-07,Finland,AY.122
hCoV-19/Finland/V9051/2021|EPI_ISL_2031197|2021-03-19,EPI_ISL_2031197,2021-03-19,Finland,B.1.1.7
hCoV-19/Finland/V9900/2021|EPI_ISL_3644510|2021-03-31,EPI_ISL_3644510,2021-03-31,Finland,B.1.351
hCoV-19/Finland/VI14310/2021|EPI_ISL_5161274|2021-09-17,EPI_ISL_5161274,2021-09-17,Finland,AY.46.6
hCoV-19/Finland/VI15048/2021|EPI_ISL_6241874|2021-10-06,EPI_ISL_6241874,2021-10-06,Finland,AY.122.2
hCoV-19/France/ARA-06042/2020|EPI_ISL_417333|2020-03-04,EPI_ISL_417333,2020-03-04,France,B.1
hCoV-19/France/ARA-HCL021099850801/2021|EPI_ISL_2482990|2021-05-25,EPI_ISL_2482990,2021-05-25,France,B.1.1.7
hCoV-19/France/ARA-HCL021145749501/2021|EPI_ISL_4292012|2021-08-03,EPI_ISL_4292012,2021-08-03,France,AY.37
hCoV-19/France/BFC-HMN-21032120381/2021|EPI_ISL_1404458|2021-03-08,EPI_ISL_1404458,2021-03-08,France,B.1.351
hCoV-19/France/HDF-HMN-21092070224/2021|EPI_ISL_5626296|2021-08-11,EPI_ISL_5626296,2021-08-11,France,AY.4
hCoV-19/France/IDF-CERBAHC-11462716/2021|EPI_ISL_6507426|2021-11-09,EPI_ISL_6507426,2021-11-09,France,AY.122.6
hCoV-19/France/IDF-HMN-21092090092/2021|EPI_ISL_5627357|2021-09-07,EPI_ISL_5627357,2021-09-07,France,AY.9.2
hCoV-19/France/IDF-IPP27468/2021|EPI_ISL_4600731|2021-09-14,EPI_ISL_4600731,2021-09-14,France,AY.9.2
hCoV-19/France/IDF_PSL_722/2020|EPI_ISL_1015305|2020-10-23,EPI_ISL_1015305,2020-10-23,France,B.1.177.78
hCoV-19/France/NAQ-HCL021202530101/2021|EPI_ISL_6842934|2021-11-02,EPI_ISL_6842934,2021-11-02,France,AY.122
hCoV-19/France/OCC-42/2020|EPI_ISL_593857|2020-06-22,EPI_ISL_593857,2020-06-22,France,B.1.159
hCoV-19/France/PAC-IHU-45001/2021|EPI_ISL_7154340|2021-12-01,EPI_ISL_7154340,2021-12-01,France,BA.1.17.2
hCoV-19/France/PAC-IHU-45002/2021|EPI_ISL_7156753|2021-12-01,EPI_ISL_7156753,2021-12-01,France,BA.1
hCoV-19/France/PDL-HMN-21112150535/2021|EPI_ISL_6566451|2021-10-26,EPI_ISL_6566451,2021-10-26,France,AY.122
hCoV-19/France/PDL-IPP32212/2021|EPI_ISL_6315779|2021-10-26,EPI_ISL_6315779,2021-10-26,France,AY.43
hCoV-19/French_Polynesia/IPP35890/2021|EPI_ISL_6885219|2021-07-29,EPI_ISL_6885219,2021-07-29,FrenchPolynesia,AY.23
hCoV-19/French_Polynesia/IPP35896/2021|EPI_ISL_6885048|2021-08-19,EPI_ISL_6885048,2021-08-19,FrenchPolynesia,AY.23
hCoV-19/French_Polynesia/IPP35898/2021|EPI_ISL_6885223|2021-08-31,EPI_ISL_6885223,2021-08-31,FrenchPolynesia,AY.23
hCoV-19/French_Polynesia/IPP35904/2021|EPI_ISL_6885227|2021-09-08,EPI_ISL_6885227,2021-09-08,FrenchPolynesia,AY.23
hCoV-19/French_Polynesia/IPP35907/2021|EPI_ISL_6885229|2021-09-16,EPI_ISL_6885229,2021-09-16,FrenchPolynesia,AY.23
hCoV-19/French_Polynesia/IPP35912/2021|EPI_ISL_6885232|2021-10-04,EPI_ISL_6885232,2021-10-04,FrenchPolynesia,AY.23
hCoV-19/French_Polynesia/IPP35918/2021|EPI_ISL_6885234|2021-10-18,EPI_ISL_6885234,2021-10-18,FrenchPolynesia,AY.23
hCoV-19/Gabon/CERMEL-BB0576/2021|EPI_ISL_2424157|2021-04-08,EPI_ISL_2424157,2021-04-08,Gabon,B.1.214.2
